# Parameter Name     	 	 Median       	 	 Upper 68 CI  	 	 Lower 68 CI 
q1_TESS            	 	 0.4700933581 	 	 0.2193982281 	 	 0.1667127206
q2_TESS            	 	 0.2970568916 	 	 0.1671177844 	 	 0.1031926821
rho                	 	 1718.2018568158 	 	 95.8664358540 	 	 148.1544005215
mflux_TESS         	 	 0.0000867520 	 	 0.0002916811 	 	 0.0002750659
sigma_w_TESS       	 	 2.5757193056 	 	 14.5876870345 	 	 2.2834231942
GP_sigma_TESS      	 	 0.0006133306 	 	 0.0003821209 	 	 0.0001635717
GP_rho_TESS        	 	 2.8440509025 	 	 1.5363141791 	 	 0.7712301222
r1_p1              	 	 0.4796758175 	 	 0.0791858993 	 	 0.1053512372
r2_p1              	 	 0.1206424941 	 	 0.0019718237 	 	 0.0014514574
p_p1               	 	 0.1206424941 	 	 0.0019718237 	 	 0.0014514574
b_p1               	 	 0.2195137262 	 	 0.1187788490 	 	 0.1580268558
inc_p1             	 	 89.4099144655 	 	 0.4274910267 	 	 0.3440389348
T_p1_TESS_0        	 	 2458719.4756568428 	 	 0.0002659587 	 	 0.0002805870
T_p1_TESS_1        	 	 2458729.8136803317 	 	 0.0002555773 	 	 0.0002472755
P_p1               	 	 10.3380180420 	 	 0.0003805617 	 	 0.0003497647
a_p1               	 	 21.3321429715 	 	 0.3894281562 	 	 0.6316987222
t0_p1              	 	 2458719.4756568428 	 	 0.0002659587 	 	 0.0002805870
