observer,oc,oceu,ocel,date,source
Martin Crow,-3.4,2.7,2.7,2021-11-01 08:46:18.006671360,ExoClock observation
Adam Popowicz,-7.1,2.7,2.7,2021-06-26 11:43:01.460161536,ExoClock observation
Adam Popowicz,5.1,4.3,4.3,2021-05-04 13:59:32.268439808,ExoClock observation
Yves jongen,-4.176,2.88,2.88,2021-04-12 12:42:03.744000000,ETD
Martin Crow,-4.6,3.0,3.0,2021-04-12 12:41:38.105259264,ExoClock observation
Francois Regembal,1.8,2.3,2.3,2020-07-17 13:19:57.714230528,ExoClock observation
Nikolaos Paschalis,-2.6,2.3,2.3,2020-05-23 10:25:03.306215936,ExoClock observation
Adrian Jones,3.5,5.8,5.8,2020-04-22 13:43:40.277747456,ExoClock observation
Pere guerra,-3.888,2.7072,2.7072,2019-08-28 10:55:42.239999744,ETD
Gabriel murawski,-3.744,5.1264,5.1264,2018-06-02 11:37:38.208000256,ETD
Gabriel murawski,-12.096,4.1328,4.1328,2017-07-13 09:10:45.407999744,ETD
David molina,-1.152,2.52,2.52,2017-07-04 13:42:24.768000000,ETD
David molina,6.624,2.0016,2.0016,2016-06-22 13:35:54.239999744,ETD
Anaël Wünsche,0.9,3.3,3.3,2015-09-25 09:07:18.307177984,ExoClock observation
Marc bretton,-1.152,2.9952,2.9952,2015-09-25 09:05:14.496000256,ETD
Marc bretton,-4.032,2.6784,2.6784,2015-09-25 09:02:25.152000000,ETD
Shadic s.,-16.848,2.7936,2.7936,2013-07-03 19:40:53.183999744,ETD
"Logan v., lewis k.",-15.408,9.3312,9.3312,2013-01-01 19:52:14.016000256,ETD
Fernand emering,-17.712,3.6144,3.6144,2012-07-31 11:52:28.992000000,ETD
Toni scarmato,-7.632,,,2012-06-28 10:20:20.256000000,ETD
Gajdoš š.,1.728,3.384,3.384,2012-04-25 11:59:47.904000256,ETD
Shadic s.,-0.864,3.2256,3.2256,2011-11-07 17:36:08.352000000,ETD
Hose r.,-1.44,2.88,2.88,2011-09-04 19:05:45.888000000,ETD
Filip Walter,-1.4,1.6,1.6,2011-08-31 09:16:08.507520768,ExoClock observation
Poddaný s.,-1.44,1.5552,1.5552,2011-08-31 09:16:05.087999744,ETD
Shadic s.,0.432,1.9152,1.9152,2011-08-13 17:59:21.983999744,ETD
Garlitz j.,-4.464,2.0736,2.0736,2011-07-02 20:32:59.136000000,ETD
Singh p.,-5.04,7.272,7.272,2011-06-21 19:58:18.623999744,ETD
Scarmato t.,-21.888,4.824,4.824,2011-06-17 09:51:47.807999744,ETD
Shadic s.,0.144,2.2464,2.2464,2011-06-10 19:29:22.848000000,ETD
Vanhuysse  m.,-11.952,4.3776,4.3776,2010-11-04 12:49:58.079999744,ETD
Toni scarmato,-6.048,,,2010-11-02 08:01:04.512000000,ETD
Corfini g.,-4.176,5.7024,5.7024,2010-10-22 07:28:53.472000000,ETD
Wiggins p.,-4.32,6.9264,6.9264,2010-09-25 20:30:52.992000256,ETD
Wiggins p.,-3.888,5.6016,5.6016,2010-09-23 15:36:31.968000256,ETD
Wiggins p.,-12.672,4.0032,4.0032,2010-09-12 14:53:41.568000256,ETD
Wiggins p.,-11.664,3.1536,3.1536,2010-09-03 19:15:17.856000000,ETD
Zambelli r.,-2.736,2.6928,2.6928,2010-08-30 09:34:36.192000000,ETD
Wong et al. 2016,1.1,0.7,0.7,2010-08-21 13:59:11.733125632,ExoClock literature
Ruocco n.,-3.312,2.8512,2.8512,2010-08-19 09:00:00.000000000,ETD
Wong et al. 2016,-0.2,1.0,1.0,2010-08-10 13:23:47.651506688,ExoClock literature
Lomoz f.,0.72,4.5648,4.5648,2010-06-27 11:08:22.560000000,ETD
Mihelčič m.,-10.224,3.672,3.672,2010-06-27 10:57:20.735999744,ETD
Brát l.,-1.728,4.7232,4.7232,2010-04-02 11:27:52.416000000,ETD
Trnka j.,-5.616,2.1456,2.1456,2009-08-29 09:51:33.119999744,ETD
Brát l.,-8.208,3.0384,3.0384,2009-08-29 09:49:03.648000256,ETD
Norby,-5.904,4.176,4.176,2009-08-11 18:32:41.280000000,ETD
Trnka j.,2.304,2.7216,2.7216,2009-07-29 13:12:04.319999744,ETD
Srdoc,-0.0,3.024,3.024,2009-07-29 13:09:41.760000000,ETD
Srdoc,-8.784,3.6,3.6,2009-07-16 07:32:00.960000000,ETD
Kalajian,-1.584,2.88,2.88,2009-07-09 16:54:46.080000256,ETD
Srdoc,-15.408,2.448,2.448,2009-06-15 10:37:55.200000000,ETD
