,date,observer,oc,oce,source
0,2022-03-19,Yves Jongen,-15.6,2.3,ExoClock observation
1,2022-03-16,Yves Jongen,-0.1,4.3,ExoClock observation
2,2022-02-21,Yves Jongen,-12.9,2.6,ExoClock observation
