,index,date,observer,oc,oce,source
0,60,2022-03-22,Yves Jongen,-1.1,0.6,ExoClock observation
1,61,2022-03-10,Yves Jongen,-0.9,0.6,ExoClock observation
2,62,2022-03-07,Yves Jongen,-2.1,0.4,ExoClock observation
3,63,2022-02-12,jean pascal vignes,-2.2,0.7,ExoClock observation
4,64,2022-02-09,jean pascal vignes,-2.5,0.6,ExoClock observation
5,65,2021-10-30,Yves Jongen,1.3,0.6,ExoClock observation
6,66,2021-04-23,Yves Jongen,-1.9,1.3,ExoClock observation
7,67,2021-04-09,Yves Jongen,-0.6,0.6,ExoClock observation
8,68,2021-04-05,Yves Jongen,-2.1,0.6,ExoClock observation
9,69,2021-03-05,Yves Jongen,-0.6,0.7,ExoClock observation
10,70,2021-02-11,Yves Jongen,-1.6,0.7,ExoClock observation
11,71,2021-02-07,Yves Jongen,-1.5,0.6,ExoClock observation
12,72,2021-01-23,Yves Jongen,-0.5,0.6,ExoClock observation
13,73,2021-01-16,Yves Jongen,-0.6,0.4,ExoClock observation
14,74,2020-12-24,Yves Jongen,1.5,0.6,ExoClock observation
15,75,2020-12-17,Yves Jongen,-0.8,0.4,ExoClock observation
16,76,2020-05-07,Yves Jongen,-0.1,0.6,ExoClock observation
17,77,2020-05-04,Yves Jongen,-0.3,0.6,ExoClock observation
18,78,2020-03-31,Phil Evans,0.3,0.6,ExoClock observation
19,79,2020-02-26,Yves Jongen,-1.0,0.4,ExoClock observation
20,80,2020-02-22,Yves Jongen,0.5,0.6,ExoClock observation
21,81,2020-02-19,Yves Jongen,-1.0,0.9,ExoClock observation
22,82,2020-02-18,Yves Jongen,-2.7,0.9,ExoClock observation
23,83,2020-02-11,Yves Jongen,0.7,0.6,ExoClock observation
24,84,2020-02-04,Yves Jongen,-1.5,0.9,ExoClock observation
25,85,2020-01-31,Yves Jongen,-0.5,0.6,ExoClock observation
26,86,2020-01-27,Yves Jongen,-1.3,0.6,ExoClock observation
27,87,2020-01-23,Yves Jongen,-1.1,1.0,ExoClock observation
28,88,2020-01-12,Yves Jongen,0.2,0.7,ExoClock observation
29,0,2019-04-11,Petrucci et al. 2020,-1.2,0.4,ExoClock literature
30,89,2019-03-06,Ana\xc3\xabl W\xc3\xbcnsche,0.5,0.7,ExoClock observation
31,1,2019-02-13,Petrucci et al. 2020,-0.5,0.7,ExoClock literature
32,2,2017-12-22,Petrucci et al. 2020,3.6,2.2,ExoClock literature
33,3,2017-11-22,Petrucci et al. 2020,0.3,0.3,ExoClock literature
34,4,2017-04-13,Espinoza et al. 2019,-0.1,0.2,ExoClock literature
35,5,2017-04-05,Espinoza et al. 2019,0.1,0.1,ExoClock literature
36,6,2017-02-12,Espinoza et al. 2019,0.1,0.1,ExoClock literature
37,7,2017-02-08,Petrucci et al. 2020,-0.6,1.1,ExoClock literature
38,8,2017-01-31,Petrucci et al. 2020,-0.9,0.3,ExoClock literature
39,9,2017-01-24,Petrucci et al. 2020,-3.7,2.0,ExoClock literature
40,10,2016-12-17,Petrucci et al. 2020,-2.3,0.8,ExoClock literature
41,11,2016-07-07,Petrucci et al. 2020,-1.9,1.1,ExoClock literature
42,12,2016-06-10,Petrucci et al. 2020,-2.4,0.6,ExoClock literature
43,13,2016-06-07,Petrucci et al. 2020,-0.6,0.4,ExoClock literature
44,14,2016-05-09,Petrucci et al. 2020,-0.2,0.5,ExoClock literature
45,15,2015-06-03,Espinoza et al. 2019,0.3,0.1,ExoClock literature
46,16,2014-11-16,Sedaghati et al. 2015,-1.3,0.2,ExoClock literature
47,17,2014-04-29,Espinoza et al. 2019,0.3,0.1,ExoClock literature
48,18,2014-03-23,Espinoza et al. 2019,0.5,0.1,ExoClock literature
49,19,2012-05-16,Lendl et al. 2013,-1.1,0.4,ExoClock literature
50,20,2012-04-16,Mancini et al. 2013,-0.1,0.1,ExoClock literature
51,21,2012-04-12,Lendl et al. 2013,0.2,0.5,ExoClock literature
52,22,2012-04-04,Bean et al. 2013,-0.3,0.1,ExoClock literature
53,23,2012-03-13,Bean et al. 2013,-0.3,0.1,ExoClock literature
54,24,2011-12-26,Mancini et al. 2013,-0.8,8.0,ExoClock literature
55,25,2011-12-23,Mancini et al. 2013,-0.0,1.5,ExoClock literature
56,26,2011-12-19,Mancini et al. 2013,-1.3,0.9,ExoClock literature
57,27,2011-11-30,Mancini et al. 2013,-3.5,3.0,ExoClock literature
58,28,2011-11-21,Mancini et al. 2013,-0.2,3.0,ExoClock literature
59,29,2011-05-27,Mancini et al. 2013,0.2,0.2,ExoClock literature
60,30,2011-05-23,Mancini et al. 2013,0.2,0.5,ExoClock literature
61,31,2011-05-22,Mancini et al. 2013,-3.5,5.9,ExoClock literature
62,32,2011-05-12,Mancini et al. 2013,-0.7,0.2,ExoClock literature
63,33,2011-05-11,Mancini et al. 2013,-1.9,3.7,ExoClock literature
64,34,2011-05-08,Mancini et al. 2013,0.2,0.4,ExoClock literature
65,35,2011-05-07,Mancini et al. 2013,-2.6,4.8,ExoClock literature
66,36,2011-04-26,Mancini et al. 2013,0.4,2.8,ExoClock literature
67,37,2011-04-19,Lendl et al. 2013,-1.1,0.9,ExoClock literature
68,38,2011-04-04,Lendl et al. 2013,-0.5,0.6,ExoClock literature
69,39,2011-03-12,Lendl et al. 2013,-0.2,0.4,ExoClock literature
70,40,2011-03-03,Mancini et al. 2013,-1.7,2.0,ExoClock literature
71,41,2011-03-02,Lendl et al. 2013,-1.1,0.4,ExoClock literature
72,42,2011-02-15,Lendl et al. 2013,-1.4,0.5,ExoClock literature
73,43,2011-02-14,Lendl et al. 2013,0.2,0.3,ExoClock literature
74,44,2011-02-12,Mancini et al. 2013,-4.0,2.6,ExoClock literature
75,45,2011-02-10,Lendl et al. 2013,1.5,0.7,ExoClock literature
76,46,2011-02-08,Mancini et al. 2013,-1.5,1.0,ExoClock literature
77,47,2011-02-01,Mancini et al. 2013,-1.8,2.4,ExoClock literature
78,48,2011-01-08,Lendl et al. 2013,-1.2,0.5,ExoClock literature
79,49,2010-12-09,Lendl et al. 2013,0.1,0.4,ExoClock literature
80,50,2010-06-21,Mancini et al. 2013,-3.3,3.1,ExoClock literature
81,51,2010-06-06,Mancini et al. 2013,-0.8,0.3,ExoClock literature
82,52,2010-05-22,Lendl et al. 2013,0.0,0.3,ExoClock literature
83,53,2010-05-18,Mancini et al. 2013,0.5,0.3,ExoClock literature
84,54,2010-02-28,Tregloan-Reed et al. 2013,0.2,0.2,ExoClock literature
85,55,2010-02-25,Tregloan-Reed et al. 2013,0.2,0.1,ExoClock literature
86,56,2010-02-24,Tregloan-Reed et al. 2013,0.2,0.2,ExoClock literature
87,57,2009-12-03,Huitson et al. 2013,0.3,0.9,ExoClock literature
88,58,2008-12-16,Lendl et al. 2013,-0.2,0.3,ExoClock literature
89,59,2008-11-04,Hebb et al. 2010,-0.1,0.3,ExoClock literature
