observer,oc,oceu,ocel,date,source
Taewoo Kim,3.2,2.2,2.2,2021-08-04 05:41:09.043189248,ExoClock observation
Carmelo Falco,7.3,5.8,5.8,2021-07-23 11:46:59.829095936,ExoClock observation
Carmelo Falco,3.0,5.8,5.8,2021-07-23 11:42:41.829087232,ExoClock observation
Alberto tomatis,41.184,8.4528,8.4528,2021-07-19 13:57:51.840000256,ETD
Yves Jongen,5.8,3.5,3.5,2021-05-21 19:54:48.687358720,ExoClock observation
Yves jongen,27.648,3.7296,3.7296,2021-05-21 19:53:24.000000000,ETD
Carmelo Falco,-0.2,1.7,1.7,2020-10-22 08:20:14.833898752,ExoClock observation
Anaël Wünsche,1.3,4.3,4.3,2020-09-01 10:29:18.906237696,ExoClock observation
Yves Jongen,0.3,2.7,2.7,2020-09-01 10:28:18.906201088,ExoClock observation
Yves jongen,21.312,3.6,3.6,2020-09-01 10:28:02.495999744,ETD
Anaël wünsche,9.936,3.6576,3.6576,2020-09-01 10:16:39.071999744,ETD
Fontaine bruno,2.304,8.0064,8.0064,2020-09-01 10:08:55.104000000,ETD
Francois regembal,5.04,12.7872,12.7872,2020-08-24 14:12:53.856000000,ETD
Yves jongen,24.768,4.0464,4.0464,2020-08-20 16:33:14.399999744,ETD
Alessandro Nastasi,0.0,5.8,5.8,2020-07-16 10:35:00.049911552,ExoClock observation
Carmelo Falco,0.0,4.3,4.3,2020-07-16 10:35:00.049911552,ExoClock observation
Carmelo Falco,-0.7,3.2,3.2,2020-07-12 12:34:52.978508800,ExoClock observation
Marc bretton,9.072,3.7296,3.7296,2016-11-03 07:53:33.504000000,ETD
Lomoz f.,26.352,34.4304,34.4304,2014-08-27 10:15:17.856000000,ETD
Gaitan j.,17.28,11.9376,11.9376,2014-08-27 10:06:07.487999744,ETD
Lomoz f.,9.072,4.5504,4.5504,2014-08-27 09:58:00.192000000,ETD
West et al. 2016,0.0,0.7,0.7,2012-11-03 13:32:58.813433600,ExoClock literature
