observer,oc,oceu,ocel,date,source
Yves Jongen,-70.0,3.3,3.3,2022-03-16 15:07:35.923216128,ExoClock observation
Yves jongen,8.352,3.0816,3.0816,2022-03-16 15:06:26.208000000,ETD
Paolo Arcangelo Matassa,-79.5,3.6,3.6,2022-03-09 07:55:35.126414848,ExoClock observation
Stéphane montchaud,38.016,5.6736,5.6736,2022-02-26 10:00:12.384000256,ETD
Thomas mollier,9.504,3.3188833333333334,3.3188833333333334,2022-02-26 09:31:39.936000000,ETD
Didier Walliang,-72.5,3.0,3.0,2022-02-26 09:28:48.931237632,ExoClock observation
Adrian Jones,-77.0,2.3,2.3,2022-02-26 09:24:18.931213568,ExoClock observation
Yves Jongen,-77.6,1.9,1.9,2022-02-26 09:23:42.931207680,ExoClock observation
Stéphane Montchaud,-78.0,2.9,2.9,2022-02-26 09:23:18.931217152,ExoClock observation
Yves jongen,-1.584,1.872,1.872,2022-02-26 09:20:33.792000256,ETD
Trevor Gainey,-73.9,2.3,2.3,2022-02-04 12:19:52.540785664,ExoClock observation
Martin Crow,-78.5,2.7,2.7,2022-02-04 12:15:16.540794112,ExoClock observation
Adrian Jones,-79.7,2.7,2.7,2022-02-04 12:14:04.540782336,ExoClock observation
Robert Roth,-78.5,1.4,1.4,2022-01-13 15:07:44.150409472,ExoClock observation
Yves Jongen,-71.2,1.9,1.9,2022-01-02 16:41:15.955215104,ExoClock observation
Yves jongen,6.192,1.7424,1.7424,2022-01-02 16:40:32.447999744,ETD
Alessandro marchini,16.848,3.672,3.672,2021-12-15 11:15:19.871999744,ETD
František lomoz,47.664,5.7168,5.7168,2017-02-14 12:12:17.856000256,ETD
František lomoz,23.76,3.5424,3.5424,2017-02-14 11:48:21.023999744,ETD
David molina,-3.888,2.7936,2.7936,2016-03-01 09:26:57.408000000,ETD
Zibar m.,14.256,4.4352,4.4352,2014-03-10 08:50:21.120000256,ETD
Dittler u.,4.32,3.8736,3.8736,2014-03-10 08:40:24.960000256,ETD
"Logan v., lewis k.",-5.184,2.7072,2.7072,2013-03-21 15:05:58.560000000,ETD
Emering f.,-14.4,5.5296,5.5296,2013-03-03 09:20:44.160000000,ETD
"G. a. bakos et al., 2012",-1.152,0.72,0.72,2011-01-16 15:51:33.984000000,ETD
