date,observer,oc,oce,source
2021-08-21,Giuseppe Marino,1.1,1.9,ExoClock observation
2020-07-30,Adrian Jones,4.1,4.3,ExoClock observation
2020-07-30,John Savage,2.0,2.7,ExoClock observation
2020-07-28,Iakovos Strikis,3.8,4.3,ExoClock observation
2020-07-16,Yves Jongen,3.9,2.0,ExoClock observation
2018-08-31,Ana\xc3\xabl W\xc3\xbcnsche,1.6,1.6,ExoClock observation
2016-07-06,Mancini et al. 2019,-1.1,0.2,ExoClock literature
2015-09-28,Mancini et al. 2019,-1.6,0.6,ExoClock literature
2015-09-13,Mancini et al. 2019,0.0,0.5,ExoClock literature
2015-07-28,Mancini et al. 2019,1.2,1.2,ExoClock literature
2015-07-15,Mancini et al. 2019,0.6,0.3,ExoClock literature
2015-06-30,Mancini et al. 2019,0.5,0.5,ExoClock literature
2015-06-15,Mancini et al. 2019,1.4,0.3,ExoClock literature
2015-05-31,Mancini et al. 2019,0.3,0.2,ExoClock literature
2013-08-02,Hellier et al. 2015,-0.5,0.3,ExoClock literature
