date,observer,oc,oce,source
2022-02-07,jean pascal vignes,1.6,0.7,ExoClock observation
2022-01-28,Michelle M\xc3\xbcller,-2.0,1.3,ExoClock observation
2022-01-28,Fernando Huet,-1.6,1.7,ExoClock observation
2022-01-25,Marc SERRAU,-3.1,1.9,ExoClock observation
2022-01-24,Andre Kovacs,-7.1,4.3,ExoClock observation
2022-01-12,Bernhard Wenzel,-1.4,7.2,ExoClock observation
2022-01-12,Enrique Arce,0.9,1.4,ExoClock observation
2022-01-12,Dominique DANIEL,-0.3,1.6,ExoClock observation
2022-01-04,Andre Kovacs,2.4,2.9,ExoClock observation
2021-12-20,Paolo Arcangelo Matassa,-2.2,4.3,ExoClock observation
2021-04-04,Andre Kovacs,-1.1,4.3,ExoClock observation
2021-03-29,Yves Jongen,1.2,1.2,ExoClock observation
2021-03-22,Jean-Bernard PIOPPA,1.1,1.3,ExoClock observation
2021-03-09,Yves Jongen,-2.2,1.0,ExoClock observation
2021-03-02,Vojt\xc4\x9bch \xc5\xa0koln\xc3\xadk,4.7,1.2,ExoClock observation
2021-01-14,Martin Fowler,-1.1,4.3,ExoClock observation
2020-12-22,Yves Jongen,1.5,1.0,ExoClock observation
2020-03-15,Mauro Cal\xc3\xb3,2.2,1.4,ExoClock observation
2020-03-15,Francois Hurter,-1.6,3.5,ExoClock observation
2020-02-24,Francois Hurter,6.3,8.6,ExoClock observation
2020-02-24,Matthieu Bachschmidt,-1.2,1.2,ExoClock observation
2020-02-17,Roger Dymock,4.6,4.3,ExoClock observation
2020-02-07,Alessandro Nastasi,-0.3,2.4,ExoClock observation
2020-01-18,Stephane Ferratfiat,-0.2,0.6,ExoClock observation
2018-04-24,Anastasia Kokori,1.8,1.0,ExoClock observation
2018-04-04,Anastasia Kokori,-1.6,0.9,ExoClock observation
2016-04-06,Ana\xc3\xabl W\xc3\xbcnsche,1.5,0.7,ExoClock observation
2016-03-17,Ana\xc3\xabl W\xc3\xbcnsche,2.4,1.4,ExoClock observation
2015-01-23,Mancini et al. 2016,0.3,0.2,ExoClock literature
2015-01-23,Mancini et al. 2016,-0.1,0.5,ExoClock literature
2015-01-23,Mancini et al. 2016,0.2,0.1,ExoClock literature
2015-01-23,Mancini et al. 2016,0.4,0.3,ExoClock literature
2015-01-20,Mancini et al. 2016,-1.6,0.3,ExoClock literature
2015-01-20,Mancini et al. 2016,-1.1,0.6,ExoClock literature
2015-01-20,Mancini et al. 2016,-0.9,0.3,ExoClock literature
2015-01-20,Mancini et al. 2016,-0.4,0.5,ExoClock literature
2013-12-30,Mancini et al. 2016,-0.7,0.2,ExoClock literature
2013-12-30,Mancini et al. 2016,-0.3,0.4,ExoClock literature
2013-12-30,Mancini et al. 2016,-0.1,0.2,ExoClock literature
2013-12-30,Mancini et al. 2016,-0.4,0.3,ExoClock literature
2013-03-16,Turner et al. 2016,-1.4,1.4,ExoClock literature
2012-12-29,Turner et al. 2016,-0.5,0.5,ExoClock literature
2012-04-15,Mancini et al. 2016,0.1,0.4,ExoClock literature
2012-04-15,Mancini et al. 2016,0.6,0.4,ExoClock literature
2012-04-15,Mancini et al. 2016,0.7,0.4,ExoClock literature
2012-04-15,Mancini et al. 2016,-0.2,0.4,ExoClock literature
2011-01-08,Smith et al. 2012,0.1,0.1,ExoClock literature
2011-01-08,Turner et al. 2016,0.2,0.1,ExoClock literature
