date,observer,oc,oce,source
2021-11-28,Mark Salisbury,-1.2,0.4,ExoClock observation
2021-11-04,Andre Kovacs,-2.9,2.2,ExoClock observation
2021-10-29,Paolo Arcangelo Matassa,0.4,3.0,ExoClock observation
2021-10-25,Thomas MOLLIER,0.5,1.0,ExoClock observation
2021-10-25,Dominique DANIEL,-0.6,0.7,ExoClock observation
2021-10-25,Mark Salisbury,-0.7,0.7,ExoClock observation
2021-10-25,Richard Abraham,-0.9,0.6,ExoClock observation
2021-09-28,aziz kaeouach,-0.7,0.9,ExoClock observation
2021-09-21,Dominique DANIEL,-1.5,1.0,ExoClock observation
2021-09-18,Paolo Arcangelo Matassa,-4.1,2.6,ExoClock observation
2021-08-21,Paolo Arcangelo Matassa,-2.3,1.2,ExoClock observation
2021-07-18,Martin Crow,-3.3,1.3,ExoClock observation
2021-07-18,Maurice Audejean,-0.0,1.0,ExoClock observation
2020-12-26,Yves Jongen,-0.1,0.9,ExoClock observation
2020-11-22,Yves Jongen,-0.1,0.4,ExoClock observation
2020-11-22,Val\xc3\xa8re Perroud,-0.2,1.2,ExoClock observation
2020-10-13,Taewoo Kim,-1.0,0.2,ExoClock observation
2020-09-28,Yves Jongen,-0.3,0.6,ExoClock observation
2020-09-21,John Savage,1.0,0.4,ExoClock observation
2020-09-21,Vojt\xc4\x9bch \xc5\xa0koln\xc3\xadk,1.0,0.6,ExoClock observation
2020-09-21,Martin Smith,0.8,1.7,ExoClock observation
2020-09-21,David Wright,0.0,1.6,ExoClock observation
2020-09-21,Adrian Jones,-0.7,0.7,ExoClock observation
2020-09-18,Martin Crow,-0.9,0.7,ExoClock observation
2020-09-18,Claudio Lopresti,0.7,1.3,ExoClock observation
2020-09-15,Manfred Raetz,-1.3,0.6,ExoClock observation
2020-08-28,Yves Jongen,-1.1,0.6,ExoClock observation
2020-08-28,Martin Fowler,-4.4,2.7,ExoClock observation
2020-08-18,Didier Laloum,0.3,0.6,ExoClock observation
2020-08-18,Yves Jongen,-0.1,0.4,ExoClock observation
2020-08-18,Dim Stouraitis,-0.2,0.9,ExoClock observation
2020-08-18,Martin Crow,-1.0,1.0,ExoClock observation
2020-08-15,Iakovos Strikis,-2.6,1.2,ExoClock observation
2019-12-24,Yves Jongen,0.6,0.4,ExoClock observation
2019-11-02,Martin Fowler,3.3,4.3,ExoClock observation
2019-10-02,Martin Fowler,2.1,3.2,ExoClock observation
2019-09-29,Martin Fowler,-1.0,2.0,ExoClock observation
2019-09-19,Pavel Pintr,-1.3,0.7,ExoClock observation
2019-09-16,Yves Jongen,-0.4,0.6,ExoClock observation
2019-08-16,Giuseppe Marino,-1.6,0.6,ExoClock observation
2019-08-16,Mario Morales Aimar,1.2,1.6,ExoClock observation
2018-09-23,Yves Jongen,-0.4,0.7,ExoClock observation
2018-09-19,Yves Jongen,-0.5,0.6,ExoClock observation
2017-11-20,Mario Morales Aimar,-0.0,0.6,ExoClock observation
2017-11-17,Ana\xc3\xabl W\xc3\xbcnsche,0.1,0.3,ExoClock observation
2017-10-14,Ana\xc3\xabl W\xc3\xbcnsche,-0.8,0.3,ExoClock observation
2017-09-13,Marc Deldem,0.6,0.9,ExoClock observation
2016-12-18,Ana\xc3\xabl W\xc3\xbcnsche,-0.6,0.7,ExoClock observation
2016-12-18,Ana\xc3\xabl W\xc3\xbcnsche,1.3,0.6,ExoClock observation
2016-07-10,Ana\xc3\xabl W\xc3\xbcnsche,2.1,0.6,ExoClock observation
2016-07-10,Nikolaos Paschalis,-1.1,1.2,ExoClock observation
2015-08-11,Ana\xc3\xabl W\xc3\xbcnsche,3.2,0.6,ExoClock observation
2015-07-12,Ana\xc3\xabl W\xc3\xbcnsche,2.8,0.6,ExoClock observation
2014-12-16,Ana\xc3\xabl W\xc3\xbcnsche,1.3,0.9,ExoClock observation
2014-11-25,Sada et al. 2016,-0.0,0.6,ExoClock literature
2012-10-22,Sada et al. 2016,-0.1,0.4,ExoClock literature
2012-09-18,Sada et al. 2016,0.7,0.5,ExoClock literature
2011-10-20,Sada et al. 2016,-0.1,0.4,ExoClock literature
2010-11-10,Barros et al. 2013,-0.2,0.3,ExoClock literature
2010-10-17,Sada et al. 2016,-1.1,0.5,ExoClock literature
2010-10-14,Barros et al. 2013,0.7,0.8,ExoClock literature
2010-09-16,Sada et al. 2016,1.4,0.4,ExoClock literature
2010-09-10,Barros et al. 2013,0.0,0.4,ExoClock literature
2010-09-10,Maciejewski et al. 2011,0.3,0.1,ExoClock literature
2010-09-10,Barros et al. 2013,0.3,0.1,ExoClock literature
2010-09-06,Barros et al. 2013,0.5,0.3,ExoClock literature
2010-09-06,Maciejewski et al. 2011,0.5,0.1,ExoClock literature
2010-09-03,Barros et al. 2013,1.2,0.5,ExoClock literature
2010-08-13,Sada et al. 2016,0.4,0.5,ExoClock literature
2010-08-07,Barros et al. 2013,0.6,0.3,ExoClock literature
2010-08-07,Maciejewski et al. 2011,0.6,0.2,ExoClock literature
2010-08-03,Barros et al. 2013,0.3,0.3,ExoClock literature
2010-08-03,Maciejewski et al. 2011,0.2,0.2,ExoClock literature
2009-11-17,Maciejewski et al. 2011,-0.1,0.6,ExoClock literature
2009-11-17,Barros et al. 2013,-0.1,0.6,ExoClock literature
2009-10-14,Dittmann et al. 2010,-2.7,0.2,ExoClock literature
2009-10-14,Barros et al. 2013,-2.1,0.4,ExoClock literature
2009-10-07,Barros et al. 2013,2.4,1.3,ExoClock literature
2009-10-04,Barros et al. 2013,0.0,1.2,ExoClock literature
2009-10-01,Barros et al. 2013,-2.1,0.5,ExoClock literature
2009-10-01,Maciejewski et al. 2011,-2.2,0.3,ExoClock literature
2009-09-16,Sada et al. 2016,0.2,0.7,ExoClock literature
2009-09-03,Maciejewski et al. 2011,1.5,0.6,ExoClock literature
2009-09-03,Barros et al. 2013,1.0,1.2,ExoClock literature
2009-08-31,Barros et al. 2013,0.6,0.9,ExoClock literature
2009-08-31,Barros et al. 2013,0.4,0.6,ExoClock literature
2009-08-31,Maciejewski et al. 2011,0.3,0.3,ExoClock literature
2009-08-28,Maciejewski et al. 2011,0.4,0.8,ExoClock literature
2009-08-28,Barros et al. 2013,-0.0,2.6,ExoClock literature
2009-08-04,Barros et al. 2013,0.7,0.5,ExoClock literature
2009-08-04,Maciejewski et al. 2011,0.6,0.4,ExoClock literature
