,date,observer,oc,oce,source
0,2022-02-28,Mercedes Correa,-2.0,2.9,ExoClock observation
1,2022-02-26,Marc SERRAU,7.2,4.3,ExoClock observation
2,2022-02-26,David Wright,4.3,4.3,ExoClock observation
3,2022-02-26,Lionel Rousselot,0.2,2.0,ExoClock observation
