observer,oc,oceu,ocel,date,source
Anaël Wünsche,5.3,0.9,0.9,2022-02-22 18:28:14.438405376,ExoClock observation
David Arnot,2.7,1.2,1.2,2022-02-14 15:25:55.891178496,ExoClock observation
Yves Jongen,3.6,0.7,0.7,2022-01-07 17:28:11.337570560,ExoClock observation
Yves Jongen,0.7,0.9,0.9,2021-04-29 12:04:21.283193600,ExoClock observation
Yves Jongen,1.6,0.7,0.7,2021-04-14 14:35:47.279977728,ExoClock observation
Yves Jongen,3.6,0.7,0.7,2021-04-10 13:07:56.006376704,ExoClock observation
jean pascal vignes,2.6,1.2,1.2,2021-04-06 11:37:04.732786432,ExoClock observation
Yves Jongen,0.3,0.9,0.9,2021-03-22 14:05:18.729565952,ExoClock observation
Andrius Bruzas,0.5,1.2,1.2,2021-03-03 15:06:11.452783104,ExoClock observation
Billy Edwards,4.0,1.0,1.0,2021-02-22 03:40:01.814371328,ExoClock observation
Yves Jongen,4.0,0.9,0.9,2021-02-12 16:10:22.175972096,ExoClock observation
Yves Jongen,-0.2,1.0,1.0,2021-01-24 17:06:50.899172608,ExoClock observation
Yves Jongen,1.5,0.7,0.7,2021-01-09 19:39:04.895978240,ExoClock observation
Yves Jongen,4.9,0.9,0.9,2021-01-05 18:12:37.622404352,ExoClock observation
