date,observer,oc,oceu,ocel,source
2021-10-20 15:16:17.184000256,Yves jongen,3.312,1.2384,1.2384,ETD
2021-10-20 15:12:23.040000000,Anaël wünsche,-0.576,1.152,1.152,ETD
2020-09-21 17:27:48.960000000,Yves jongen,-2.16,1.2528,1.2528,ETD
2020-09-04 14:22:07.680000256,Yves jongen,-5.904,1.2672,1.2672,ETD
2020-08-04 18:30:42.912000256,Yves jongen,-5.904,2.5632,2.5632,ETD
2017-09-25 19:01:24.960000256,H. durantini luca; p. báez; c. colazo,1038.96,2.4192,2.4192,ETD
2012-11-26 01:29:25.440000256,Hellier et al. (2013),0.0,0.288,0.288,ETD
