observer,oc,oceu,ocel,date,source
Yves Jongen,2.5,1.0,1.0,2021-09-14 13:46:35.285770240,ExoClock observation
Yves jongen,15.984,1.0224,1.0224,2021-09-14 13:46:05.952000000,ETD
Yves Jongen,1.5,0.9,0.9,2021-05-17 17:51:11.073599232,ExoClock observation
Yves jongen,13.68,0.8208,0.8208,2021-05-17 17:49:55.200000256,ETD
Anaël Wünsche,-0.8,0.9,0.9,2021-04-24 19:06:33.118111744,ExoClock observation
Anaël wünsche,11.808,0.7344,0.7344,2021-04-24 19:05:49.343999744,ETD
Yves Jongen,-2.1,1.0,1.0,2021-04-24 19:05:15.118092288,ExoClock observation
Yves jongen,9.792,1.0512,1.0512,2021-04-24 19:03:49.248000000,ETD
Yves Jongen,3.9,0.9,0.9,2021-04-01 20:28:55.162599424,ExoClock observation
Yves jongen,15.984,1.1664,1.1664,2021-04-01 20:27:51.552000256,ETD
Yves Jongen,-1.5,0.9,0.9,2020-07-15 19:03:45.000013312,ExoClock observation
Yves jongen,9.792,0.8352,0.8352,2020-07-15 19:02:59.999999744,ETD
Yves Jongen,0.3,0.9,0.9,2020-07-10 16:42:48.565455104,ExoClock observation
Yves jongen,11.664,0.9792,0.9792,2020-07-10 16:42:07.487999744,ETD
Yves Jongen,3.0,1.3,1.3,2020-05-02 20:38:30.698886144,ExoClock observation
Yves jongen,12.816,1.0944,1.0944,2020-05-02 20:36:34.272000000,ETD
de Val-Borro et al. 2016,-0.0,0.7,0.7,2013-07-23 05:34:57.720037376,ExoClock literature
De val-borro et al. (2016),0.0,0.72,0.72,2013-07-23 05:33:48.383999744,ETD
