,date,observer,oc,oce,source
0,2022-02-08,Yves Jongen,24.5,2.2,ExoClock observation
1,2022-02-08,Jacques Michelet,20.5,1.7,ExoClock observation
2,2022-02-08,Paolo Arcangelo Matassa,20.1,2.3,ExoClock observation
3,2022-02-08,Robert Roth,20.1,1.9,ExoClock observation
4,2022-02-08,Claudio Lopresti,19.8,3.0,ExoClock observation
5,2022-02-08,Ana\xc3\xabl W\xc3\xbcnsche,19.1,1.2,ExoClock observation
6,2022-02-08,Raphael Nicollerat,14.3,2.3,ExoClock observation
7,2022-01-02,Robert Roth,18.2,1.4,ExoClock observation
