observer,oc,oceu,ocel,date,source
Yves Jongen,-4.4,1.3,1.3,2022-03-10 19:53:11.804158720,ExoClock observation
Yves jongen,-8.496,1.008,1.008,2022-03-10 19:52:33.023999744,ETD
Phil Evans,2.3,1.2,1.2,2020-04-17 15:51:18.183384320,ExoClock observation
Mike Miller,0.9,5.8,5.8,2020-04-13 04:39:23.760007936,ExoClock observation
Mike miller,-37.152,6.048,6.048,2020-04-13 04:04:14.303999744,ETD
"Eduardo fernández-lajús, romina p. di sisto",12.528,0.8064,0.8064,2019-06-05 14:38:00.671999744,ETD
Anastasia Kokori,0.8,1.7,1.7,2018-04-29 16:38:10.022407424,ExoClock observation
Joe renaud,-5.04,1.8,1.8,2016-05-19 15:43:05.951999744,ETD
Southworth et al. 2016,-0.0,0.3,0.3,2015-04-22 16:22:07.452492800,ExoClock literature
Southworth et al. 2016,-0.0,0.3,0.3,2014-06-18 13:17:08.240637440,ExoClock literature
Lomoz f.,3.744,4.0752,4.0752,2014-04-30 10:25:54.624000000,ETD
Lomoz f.,-4.464,2.88,2.88,2014-04-30 10:17:41.280000000,ETD
Southworth et al. 2016,-0.2,0.2,0.2,2013-05-03 17:10:17.291535360,ExoClock literature
Southworth et al. 2016,1.5,0.7,0.7,2011-06-02 14:42:22.824000000,ExoClock literature
Southworth et al. 2016,3.2,2.4,2.4,2010-04-22 05:47:56.298272512,ExoClock literature
Southworth et al. 2016,-5.5,3.0,3.0,2009-04-29 23:38:40.429471232,ExoClock literature
Southworth et al. 2016,-1.0,3.2,3.2,2008-04-24 08:11:05.290591232,ExoClock literature
Southworth et al. 2016,1.6,4.0,4.0,2007-04-10 18:20:35.304987392,ExoClock literature
Southworth et al. 2016,-0.6,4.9,4.9,2006-06-15 13:34:24.939862528,ExoClock literature
