,date,observer,oc,oce,source
0,2021-07-28,Yves Jongen,-2.8,1.6,ExoClock observation
1,2021-06-08,John Savage,1.8,2.9,ExoClock observation
2,2018-06-15,Ana\xc3\xabl W\xc3\xbcnsche,-0.4,1.4,ExoClock observation
