,date,observer,oc,oce,source
0,2022-03-03,Yves Jongen,-2.1,2.6,ExoClock observation
1,2022-02-20,Sebastien Brouillard,7.9,5.8,ExoClock observation
2,2022-02-11,Adrian Jones,3.5,3.2,ExoClock observation
3,2021-04-08,Yves Jongen,-7.1,2.7,ExoClock observation
4,2021-03-21,Paul Benni,4.3,1.9,ExoClock observation
5,2021-01-29,Taewoo Kim,0.9,4.3,ExoClock observation
6,2020-12-24,Adrian Jones,11.1,4.3,ExoClock observation
