observer,oc,oceu,ocel,date,source
Yves Jongen,-3.0,1.3,1.3,2022-01-18 15:15:14.687977728,ExoClock observation
Yves jongen,-0.144,0.9792,0.9792,2022-01-18 15:13:59.808000256,ETD
Yves Jongen,1.0,1.2,1.2,2021-09-16 18:57:55.391972096,ExoClock observation
Yves jongen,3.888,0.8928,0.8928,2021-09-16 18:56:46.751999744,ETD
Yves jongen,-3313.44,0.8064,0.8064,2021-08-26 10:22:19.488000000,ETD
Yves Jongen,-3.9,1.2,1.2,2020-12-09 17:55:24.527947520,ExoClock observation
Yves jongen,-2.448,1.0944,1.0944,2020-12-09 17:53:10.464000256,ETD
Yves Jongen,1.6,0.9,0.9,2020-11-20 16:43:46.943975680,ExoClock observation
Yves jongen,4.032,0.792,0.792,2020-11-20 16:42:31.679999744,ETD
Phil evans,1.584,1.4688,1.4688,2015-01-12 22:24:27.360000000,ETD
Zhou et al. 2014,0.1,0.1,0.1,2012-12-11 18:59:47.279999232,ExoClock literature
