observer,oc,oceu,ocel,date,source
Yves jongen,2.304,0.9072,0.9072,2021-08-10 11:30:08.064000000,ETD
Yves Jongen,2.1,0.7,0.7,2021-06-21 13:04:03.964827136,ExoClock observation
Yves jongen,1.152,0.7344,0.7344,2021-06-21 13:03:08.640000256,ETD
jean pascal vignes,-2.5,1.2,1.2,2021-06-14 09:47:12.398436864,ExoClock observation
Anaël wünsche,-1.728,0.8352,0.8352,2021-05-02 14:34:21.216000256,ETD
Phil Evans,-0.8,0.9,0.9,2020-08-04 12:49:29.476832512,ExoClock observation
Yves Jongen,-1.0,0.9,0.9,2020-08-04 12:49:17.476817152,ExoClock observation
Yves jongen,-1.44,0.864,0.864,2020-08-04 12:48:49.823999744,ETD
Hellier et al. 2017,-0.1,0.6,0.6,2014-02-09 05:00:03.432020480,ExoClock literature
Hellier et al. (2016),-1.152,0.576,0.576,2014-02-09 04:58:56.640000256,ETD
