observer,oc,oceu,ocel,date,source
Trevor Gainey,-0.9,2.3,2.3,2021-10-25 09:17:51.024768000,ExoClock observation
aziz kaeouach,1.0,1.4,1.4,2021-10-08 09:47:57.586926592,ExoClock observation
Anaël Wünsche,0.3,1.0,1.0,2021-10-08 09:47:15.586913024,ExoClock observation
Anaël wünsche,-0.144,0.936,0.936,2021-10-08 09:46:51.456000000,ETD
Yves Jongen,-1.5,0.6,0.6,2021-10-03 13:19:14.033276416,ExoClock observation
Yves jongen,-2.592,0.7632,0.7632,2021-10-03 13:18:04.607999744,ETD
Yves Jongen,0.1,0.7,0.7,2021-09-16 13:49:02.595452160,ExoClock observation
Yves jongen,-1.728,0.8496,0.8496,2021-09-16 13:47:15.936000000,ETD
F. lomoz,-3.456,1.7136,1.7136,2021-08-24 12:40:58.944000000,ETD
Samuel diaz lopez,0.144,1.0944,1.0944,2021-08-07 13:12:44.927999744,ETD
Maurice Audejean,-1.7,0.9,0.9,2021-08-01 11:38:05.835613184,ExoClock observation
Maurice audejean,-2.736,0.8064,0.8064,2021-08-01 11:37:01.056000256,ETD
Nello Ruocco,-0.1,1.6,1.6,2021-07-26 10:06:54.893531904,ExoClock observation
Tim Haymes,0.5,1.9,1.9,2021-07-15 12:08:30.397794816,ExoClock observation
Yves Jongen,-1.5,1.0,1.0,2021-06-11 13:02:55.522148608,ExoClock observation
Yves jongen,-2.16,0.9216,0.9216,2021-06-11 13:02:14.208000000,ETD
Wonseok kang,0.288,0.7632,0.7632,2021-05-29 04:52:39.072000000,ETD
Jean plazas,-4.896,3.2256,3.2256,2021-05-25 13:27:43.488000256,ETD
Josep gaitan,-7.776,4.32,4.32,2020-12-04 07:53:47.327999744,ETD
Ferran grau horta,-0.288,1.3248,1.3248,2020-10-31 08:57:45.216000256,ETD
Ferran Grau Horta,-0.3,1.4,1.4,2020-10-31 08:57:44.053644288,ExoClock observation
Yves Jongen,-0.3,0.7,0.7,2020-08-24 10:50:34.302337536,ExoClock observation
Yves jongen,-0.72,0.648,0.648,2020-08-24 10:50:05.280000000,ETD
Iakovos Strikis,-0.7,2.0,2.0,2020-08-18 09:17:23.360222976,ExoClock observation
Lorenzo barbieri,-1.008,1.3824,1.3824,2020-08-18 09:17:02.112000256,ETD
Pedro martorell,-0.864,1.08,1.08,2020-08-13 12:50:59.423999744,ETD
F. lomoz,1.584,1.9296,1.9296,2020-08-07 11:20:38.688000256,ETD
Lorenzo barbieri,0.144,1.152,1.152,2020-08-07 11:19:14.015999744,ETD
F. lomoz,-2.88,1.6704,1.6704,2020-08-07 11:16:14.304000000,ETD
