date,observer,oc,oce,source
2021-10-14,Ana\xc3\xabl W\xc3\xbcnsche,-3.3,1.2,ExoClock observation
2021-10-14,Yves Jongen,-4.4,1.2,ExoClock observation
2021-10-09,Yves Jongen,-2.7,1.2,ExoClock observation
2021-09-24,Yves Jongen,-2.7,1.4,ExoClock observation
2020-10-23,Carmelo Falco,-0.5,1.0,ExoClock observation
2020-09-19,Yves Jongen,-2.0,1.2,ExoClock observation
2020-09-14,Phil Evans,0.8,1.0,ExoClock observation
2020-07-31,Yves Jongen,0.3,1.0,ExoClock observation
2018-08-15,Ana\xc3\xabl W\xc3\xbcnsche,-1.8,1.4,ExoClock observation
2016-09-01,Ana\xc3\xabl W\xc3\xbcnsche,-2.9,1.9,ExoClock observation
2015-11-08,Ana\xc3\xabl W\xc3\xbcnsche,3.5,0.9,ExoClock observation
2012-03-29,G\xc3\xb3mez Maqueo Chew et al. 2013,-0.3,0.4,ExoClock literature
