observer,oc,oceu,ocel,date,source
Mark Salisbury,1.3,1.9,1.9,2022-02-27 09:24:08.770576640,ExoClock observation
Mark salisbury,0.72,1.512,1.512,2022-02-27 09:23:12.768000000,ETD
Simon Dawes,0.2,4.3,4.3,2022-02-27 09:23:02.770572544,ExoClock observation
Adrian Jones,-2.0,1.7,1.7,2022-02-27 09:20:50.770564352,ExoClock observation
Jack Lloyd-Walters,1.7,2.9,2.9,2022-02-24 11:25:09.366721024,ExoClock observation
Stéphane Montchaud,-5.7,2.7,2.7,2022-01-23 09:24:27.924486144,ExoClock observation
Stéphane montchaud,-7.632,2.5056,2.5056,2022-01-23 09:22:08.831999744,ETD
Tõnis Eenmäe,-1.5,2.3,2.3,2021-04-18 10:27:13.155843584,ExoClock observation
Ferran grau horta,0.864,1.9296,1.9296,2021-02-10 08:43:10.847999744,ETD
Ferran Grau Horta,-1.5,1.7,1.7,2021-02-10 08:41:14.867498752,ExoClock observation
Yves Jongen,-0.1,1.6,1.6,2021-02-07 10:43:15.463639552,ExoClock observation
Yves jongen,0.144,1.6992,1.6992,2021-02-07 10:43:08.832000000,ETD
Veli-pekka hentunen,0.288,2.3472,2.3472,2021-02-04 12:43:55.200000000,ETD
Jean plazas,0.144,,,2021-01-06 08:49:46.559999744,ETD
Fabio Mortari,3.5,3.2,3.2,2020-04-01 09:52:07.252762112,ExoClock observation
Manfred raetz,-0.288,1.44,1.44,2020-04-01 09:47:59.711999744,ETD
Manfred Raetz,-1.4,1.6,1.6,2020-04-01 09:47:13.252787712,ExoClock observation
Alberto tomatis,30.24,1.9872,1.9872,2020-03-29 12:19:03.936000000,ETD
Fabio Mortari,1.3,1.7,1.7,2020-03-29 11:50:31.848947712,ExoClock observation
Mauro calo,18.864,3.5712,3.5712,2020-01-22 10:21:46.656000256,ETD
Pietro aceti,0.144,3.0672,3.0672,2020-01-16 14:04:18.911999744,ETD
Manfred raetz,-0.144,1.0944,1.0944,2020-01-16 14:04:00.768000000,ETD
Simone hagey,-47.808,6.9408,6.9408,2019-10-29 19:32:51.072000000,ETD
Josep gaitan,-15.552,2.16,2.16,2019-03-16 08:52:41.087999744,ETD
Yves jongen,0.288,3.9168,3.9168,2019-03-07 15:10:16.896000256,ETD
Anael wunsche,-0.288,1.4832,1.4832,2019-02-06 11:15:50.976000256,ETD
Yves jongen,1.872,2.232,2.232,2019-02-03 13:18:37.440000256,ETD
Yves jongen,6.624,2.1456,2.1456,2019-01-02 11:30:07.199999744,ETD
Ramon naves,-0.432,3.5712,3.5712,2019-01-02 11:23:02.976000000,ETD
"Francesco scaggiante, danilo zardin",-1.584,2.7216,2.7216,2019-01-02 11:21:52.128000000,ETD
Yves jongen,-0.72,2.7504,2.7504,2018-12-27 15:23:56.831999744,ETD
Yves jongen,-1.008,2.9232,2.9232,2018-12-27 15:23:34.367999744,ETD
Veli-pekka hentunen,-1.008,3.384,3.384,2018-03-31 10:20:24.576000000,ETD
Marc bretton,9.072,1.5264,1.5264,2018-01-23 08:44:31.200000000,ETD
Pere guerra,0.576,2.6352,2.6352,2018-01-23 08:35:57.120000000,ETD
Snaevarr gudmundsson,-0.144,4.2768,4.2768,2018-01-20 10:35:55.967999744,ETD
"Francesco scaggiante, danilo zardin",-8.208,3.2832,3.2832,2018-01-17 12:28:28.992000256,ETD
David molina,-4.896,2.4192,2.4192,2017-03-14 09:36:28.511999744,ETD
Matthieu bachschmidt,-4.32,1.2096,1.2096,2016-12-31 11:52:17.760000000,ETD
Marc bretton,-2.16,1.224,1.224,2015-11-07 13:22:14.304000256,ETD
Marc bretton,-5.04,1.368,1.368,2015-11-07 13:19:22.367999744,ETD
Gianluca rossi,-6.912,5.0688,5.0688,2015-11-07 13:17:34.368000256,ETD
Marc bretton,-0.432,,,2015-05-22 09:59:24.000000256,ETD
Marc bretton,0.288,,,2015-03-07 14:15:56.160000256,ETD
Anaël Wünsche,4.0,2.4,2.4,2015-02-09 08:25:25.179791360,ExoClock observation
Marc bretton,4.176,1.8,1.8,2015-02-09 08:25:20.352000000,ETD
Aaav astrofili valdera,-0.432,,,2015-02-09 08:20:40.416000256,ETD
"Francesco scaggiante, danilo zardin",-9.504,2.6352,2.6352,2015-02-09 08:11:42.144000256,ETD
Paul benni,3.312,2.7936,2.7936,2015-01-31 14:26:16.512000256,ETD
Paul benni,-1.44,1.7568,1.7568,2015-01-22 20:23:23.712000256,ETD
Bachschmidt m.,-3.456,4.1328,4.1328,2014-03-28 11:24:11.232000000,ETD
Dittler u.,6.336,3.168,3.168,2014-02-24 09:40:45.119999744,ETD
Trnka j.,0.864,2.4768,2.4768,2014-02-24 09:35:16.800000000,ETD
Sada et al. 2016,3.1,2.0,2.0,2014-02-12 17:40:09.103663360,ExoClock literature
Naves r.,4.896,2.5344,2.5344,2014-01-14 13:47:44.448000256,ETD
Garlitz j.,1.728,2.1168,2.1168,2014-01-05 19:46:30.144000256,ETD
"Scaggiante f., zardin d.",0.288,1.7856,1.7856,2013-12-16 09:49:13.152000256,ETD
Naves r.,-2.304,1.8,1.8,2013-12-07 15:48:29.087999744,ETD
Shadic s.,-0.432,1.0944,1.0944,2013-11-25 23:52:49.728000256,ETD
Benni p.,-1.008,1.4256,1.4256,2013-10-27 19:58:22.944000000,ETD
Hentunen v. p.,11.376,6.5376,6.5376,2013-08-30 12:22:55.487999744,ETD
Sada et al. 2016,1.5,1.6,1.6,2013-03-02 16:51:08.046712832,ExoClock literature
Turner et al. 2016,-4.4,2.0,2.0,2013-03-02 16:45:14.046701824,ExoClock literature
