,index,date,observer,oc,oce,source
0,1,2022-01-19,Yves Jongen,-3.0,1.3,ExoClock observation
1,2,2021-09-17,Yves Jongen,1.0,1.2,ExoClock observation
2,3,2020-12-10,Yves Jongen,-3.9,1.2,ExoClock observation
3,4,2020-11-21,Yves Jongen,1.6,0.9,ExoClock observation
4,0,2012-12-12,Zhou et al. 2014,0.1,0.1,ExoClock literature
