date,observer,oc,oce,source
2020-09-17,John Savage,1.8,2.3,ExoClock observation
2020-05-23,Taewoo Kim,-3.0,1.4,ExoClock observation
2020-04-11,Alberto Tomatis,5.1,4.3,ExoClock observation
2019-03-17,Yves Jongen,-4.6,2.6,ExoClock observation
2018-06-19,Yves Jongen,2.2,1.2,ExoClock observation
2018-05-19,Yves Jongen,-4.5,2.2,ExoClock observation
2016-07-26,Ana\xc3\xabl W\xc3\xbcnsche,2.4,1.4,ExoClock observation
2010-04-28,Chan et al. 2011,1.1,0.9,ExoClock literature
2009-04-02,Chan et al. 2011,-0.8,0.7,ExoClock literature
2007-05-10,Sozzetti et al. 2009,0.7,1.6,ExoClock literature
2007-05-10,Mandushev et al. 2007,0.3,0.7,ExoClock literature
2007-05-10,Chan et al. 2011,0.1,0.9,ExoClock literature
2007-05-10,Sozzetti et al. 2009,-0.4,0.9,ExoClock literature
2007-05-03,Sozzetti et al. 2009,-0.1,1.2,ExoClock literature
