,date,observer,oc,oce,source
0,2022-01-04,Yves Jongen,-0.7,3.0,ExoClock observation
1,2021-12-08,Yves Jongen,-8.3,1.9,ExoClock observation
2,2021-11-29,jean pascal vignes,1.5,4.3,ExoClock observation
