observer,oc,oceu,ocel,date,source
Lorenzo Betti,1.0,0.9,0.9,2022-02-21 14:57:16.051221248,ExoClock observation
Robert Roth,0.9,1.6,1.6,2022-02-21 14:57:10.051213568,ExoClock observation
Yves Jongen,1.7,1.0,1.0,2021-05-11 13:10:49.891211008,ExoClock observation
Yves jongen,0.864,0.8064,0.8064,2021-05-11 13:10:01.631999744,ETD
Anaël Wünsche,2.1,0.4,0.4,2021-04-18 15:55:27.638398208,ExoClock observation
Anaël wünsche,0.576,0.4752,0.4752,2021-04-18 15:53:59.136000256,ETD
Enrique arce mansego,4.608,1.2384,1.2384,2021-04-01 12:01:07.392000256,ETD
Yves Jongen,2.9,1.2,1.2,2021-04-01 11:59:25.948806656,ExoClock observation
Yves Jongen,0.3,1.6,1.6,2021-04-01 11:56:49.948807936,ExoClock observation
Yves jongen,-1.152,0.9648,0.9648,2021-04-01 11:55:22.655999744,ETD
Yves jongen,-3.168,1.1664,1.1664,2021-04-01 11:53:25.152000256,ETD
Yves Jongen,-2.1,1.0,1.0,2021-03-09 14:38:39.696020992,ExoClock observation
Yves jongen,-2.304,1.0368,1.0368,2021-03-09 14:38:26.592000256,ETD
Yves Jongen,-0.8,0.6,0.6,2021-02-14 17:24:11.443237120,ExoClock observation
Yves jongen,-2.016,0.5472,0.5472,2021-02-14 17:22:55.200000000,ETD
Anaël Wünsche,-2.4,0.9,0.9,2020-02-14 13:10:15.398418944,ExoClock observation
Anaël wünsche,-4.032,0.6624,0.6624,2020-02-14 13:08:34.367999744,ETD
Yves Jongen,2.2,0.7,0.7,2019-03-02 12:59:21.043207424,ExoClock observation
Yves jongen,0.72,0.6336,0.6336,2019-03-02 12:57:50.688000000,ETD
Anderson et al. 2017,-0.1,0.1,0.1,2013-08-09 09:52:23.107192320,ExoClock literature
Anderson et al. (2017),-1.152,0.144,0.144,2013-08-09 09:51:15.840000256,ETD
