,index,date,observer,oc,oce,source
0,20,2022-03-14,Paolo Arcangelo Matassa,1.1,2.4,ExoClock observation
1,21,2021-04-21,Billy Edwards,-3.7,2.2,ExoClock observation
2,22,2021-04-13,Yves Jongen,0.2,1.0,ExoClock observation
3,23,2021-03-27,Adrian Jones,1.2,2.4,ExoClock observation
4,24,2021-03-10,Yves Jongen,1.6,1.6,ExoClock observation
5,25,2020-05-10,Yves Jongen,-0.5,1.3,ExoClock observation
6,26,2020-03-23,Manfred Raetz,-2.2,1.3,ExoClock observation
7,27,2015-05-28,Ana\xc3\xabl W\xc3\xbcnsche,-2.0,1.0,ExoClock observation
8,1,2014-06-25,Southworth et al. 2015,1.0,0.5,ExoClock literature
9,0,2014-06-25,Southworth et al. 2015,1.2,0.6,ExoClock literature
10,2,2014-06-25,Southworth et al. 2015,0.7,0.2,ExoClock literature
11,3,2014-06-25,Southworth et al. 2015,0.2,0.3,ExoClock literature
12,4,2014-06-25,Southworth et al. 2015,-1.1,0.3,ExoClock literature
13,5,2014-06-10,Southworth et al. 2015,2.7,1.4,ExoClock literature
14,6,2014-05-19,Southworth et al. 2015,-0.4,0.3,ExoClock literature
15,10,2012-05-11,Southworth et al. 2015,-0.9,2.1,ExoClock literature
16,9,2012-05-11,Southworth et al. 2015,-0.3,0.6,ExoClock literature
17,8,2012-05-11,Southworth et al. 2015,0.0,0.6,ExoClock literature
18,7,2012-05-11,Southworth et al. 2015,0.7,0.3,ExoClock literature
19,12,2012-04-01,Southworth et al. 2015,-1.6,0.6,ExoClock literature
20,11,2012-04-01,Southworth et al. 2015,0.4,0.2,ExoClock literature
21,13,2012-03-15,Southworth et al. 2015,-1.8,0.5,ExoClock literature
22,14,2011-06-11,Southworth et al. 2015,0.6,0.4,ExoClock literature
23,15,2011-06-11,Southworth et al. 2015,-1.1,0.4,ExoClock literature
24,16,2011-05-05,Southworth et al. 2015,-0.0,0.8,ExoClock literature
25,17,2010-06-04,Southworth et al. 2015,-1.3,3.7,ExoClock literature
26,18,2009-03-09,Southworth et al. 2015,-7.6,4.4,ExoClock literature
27,19,2008-05-15,Southworth et al. 2015,-1.5,4.6,ExoClock literature
