,index,date,observer,oc,oce,source
0,5,2021-05-15,Yves Jongen,-1.2,0.9,ExoClock observation
1,6,2021-03-26,Yves Jongen,-0.1,1.4,ExoClock observation
2,7,2020-06-06,Yves Jongen,3.1,1.3,ExoClock observation
3,8,2020-05-12,Yves Jongen,1.4,1.0,ExoClock observation
4,9,2020-04-17,Phil Evans,-0.8,0.9,ExoClock observation
5,10,2020-03-23,Phil Evans,-2.9,1.4,ExoClock observation
6,0,2011-07-02,Southworth et al. 2013,0.3,0.3,ExoClock literature
7,1,2011-05-13,Southworth et al. 2013,-1.0,0.3,ExoClock literature
8,2,2010-06-29,Southworth et al. 2013,-0.7,0.7,ExoClock literature
9,3,2010-05-10,Southworth et al. 2013,0.8,0.3,ExoClock literature
10,4,2008-04-27,Lister et al. 2009,-0.2,0.5,ExoClock literature
