date,observer,oc,oceu,ocel,source
2021-02-10 09:46:48.000000000,Anaël wünsche,10.656,3.1248,3.1248,ETD
2021-02-10 09:27:14.688000256,Josep gaitan,-8.784,1.728,1.728,ETD
2021-02-10 09:01:53.184000000,Jean plazas,-34.272,1.6128,1.6128,ETD
2021-02-07 14:09:27.360000000,Yves jongen,0.576,1.152,1.152,ETD
2021-02-04 18:35:02.112000000,Yves jongen,-6.48,1.7424,1.7424,ETD
2021-01-21 17:23:02.976000000,Yves jongen,-2.16,2.0304,2.0304,ETD
2020-12-10 13:35:11.039999744,Jean-claude mario,-1.008,2.3472,2.3472,ETD
2020-12-07 18:06:03.744000000,Yves jongen,-2.88,1.3968,1.3968,ETD
2020-04-04 10:07:34.751999744,Marc bretton,-2.016,0.9648,0.9648,ETD
2020-03-21 08:51:53.568000000,Michael theusner,-1.296,4.248,4.248,ETD
2020-02-19 10:42:48.960000000,Alberto garcía sánchez,-10.512,4.104,4.104,ETD
2020-02-05 09:29:24.288000000,Valère perroud,-7.488,2.52,2.52,ETD
2020-02-02 14:06:31.104000000,Yves jongen,-3.168,1.6416,1.6416,ETD
2019-11-18 16:47:35.807999744,Pere guerra,-5.904,1.6704,1.6704,ETD
2019-03-30 10:11:20.256000000,Marc bretton,1.008,1.3248,1.3248,ETD
2019-03-02 07:34:47.712000000,Yves jongen,-2.88,1.8288,1.8288,ETD
2019-02-13 10:55:03.359999744,Anael wunsche,1.008,1.3248,1.3248,ETD
2019-02-13 10:53:29.184000000,Fran campos,-0.576,1.3248,1.3248,ETD
2018-02-21 12:12:09.215999744,Marc bretton,0.864,2.2464,2.2464,ETD
2018-02-07 10:54:59.040000256,David molina,0.0,1.9296,1.9296,ETD
2018-01-24 09:42:02.879999744,"Francesco scaggiante, danilo zardin",3.456,1.728,1.728,ETD
2018-01-21 14:07:52.319999744,David molina,-3.456,1.9152,1.9152,ETD
2018-01-04 17:22:13.727999744,Barton billard and gerald hubbell,-5.472,3.8592,3.8592,ETD
2016-03-12 10:11:22.848000256,Matthieu bachschmidt,-1.584,1.584,1.584,ETD
2016-03-12 10:06:58.464000000,David molina,-5.904,1.7136,1.7136,ETD
2016-02-27 08:52:25.536000256,František lomoz,-4.176,2.5632,2.5632,ETD
2015-03-07 10:09:50.399999744,Martin zíbar,-3.888,1.5984,1.5984,ETD
2015-03-07 09:56:00.960000000,Marc bretton,-17.712,1.1664,1.1664,ETD
2015-02-07 07:39:46.656000000,Marc bretton,-1.296,2.808,2.808,ETD
2014-12-21 12:59:20.544000256,"Andre christophe, clement jacques, nougayrede jean-philippe",1.728,1.7856,1.7856,ETD
2014-11-20 14:58:11.136000256,"Francesco scaggiante, danilo zardin",0.576,1.5408,1.5408,ETD
2014-04-15 09:24:17.568000000,Aaav astrofili valdera,-6.624,,,ETD
2014-03-18 07:01:48.288000000,"Shadic s., rusov s.",3.6,1.728,1.728,ETD
2014-02-15 08:55:52.896000000,Marino g.,-2.448,1.6704,1.6704,ETD
2014-01-29 12:10:07.392000000,Hentunen v. p.,-4.608,2.448,2.448,ETD
2014-01-29 11:59:05.567999744,"Sokov e. n., gorshanov d.",-15.552,2.5776,2.5776,ETD
2013-01-09 11:04:48.287999744,"Gorshanov d. l., sokov e. n., vereshchagina i.",5.616,1.6272,1.6272,ETD
2013-01-03 20:06:20.736000256,Shadic s.,1.728,1.6704,1.6704,ETD
2012-11-08 14:59:54.816000256,Naves r.,0.576,1.7712,1.7712,ETD
2012-03-20 08:15:37.152000000,Lomoz f.,-0.576,4.464,4.464,ETD
2012-03-20 08:14:16.799999744,František lomoz,-2.016,33.48,33.48,ETD
2012-03-14 17:22:54.336000256,Shadic s.,1.152,2.0304,2.0304,ETD
2012-02-18 10:16:28.704000000,Marino g.,0.144,1.6992,1.6992,ETD
2012-02-18 10:15:36.864000000,Gonzalez j.,-0.72,1.8,1.8,ETD
2012-02-12 19:20:44.448000000,Shadic s.,-1.008,2.3328,2.3328,ETD
2012-02-12 19:19:04.224000000,Shadic s.,-2.736,1.8576,1.8576,ETD
2012-02-04 08:41:25.439999744,Fernand emering,-18.576,2.1456,2.1456,ETD
2012-01-18 12:18:28.512000000,Gonzalez j.,2.16,2.7792,2.7792,ETD
2012-01-01 15:33:36.576000000,Naves r.,0.864,1.296,1.296,ETD
2011-12-18 14:20:46.463999744,Naves r.,4.32,1.9296,1.9296,ETD
2011-12-01 17:11:38.687999744,Brett morris,-21.168,47.9232,47.9232,ETD
2011-11-28 22:12:37.152000256,Shadic s.,7.056,1.872,1.872,ETD
2011-11-28 22:07:09.696000000,Shadic s.,1.584,1.944,1.944,ETD
2011-11-28 22:04:54.048000000,Shadic s.,-0.72,1.8144,1.8144,ETD
2011-03-29 09:36:57.888000256,Uhlař r.,3.6,2.0592,2.0592,ETD
2011-03-29 09:28:16.032000256,Cagas p.,-5.184,4.392,4.392,ETD
2011-03-23 18:31:11.424000000,Shadic s.,-7.632,2.9952,2.9952,ETD
2011-01-09 16:48:49.248000000,B.enoch et al. 2011,-1.152,0.288,0.288,ETD
2010-09-16 11:10:28.704000000,"J. a. johnson et al., 2011",-1.584,0.5328,0.5328,ETD
