date,observer,oc,oce,source
2021-10-17,Yves Jongen,-1.6,0.7,ExoClock observation
2021-07-26,Yves Jongen,-1.3,0.6,ExoClock observation
2021-07-16,Yves Jongen,-0.9,0.6,ExoClock observation
2021-06-30,Yves Jongen,1.3,1.4,ExoClock observation
2021-06-20,Yves Jongen,-1.7,0.7,ExoClock observation
2021-06-13,Yves Jongen,-0.2,0.6,ExoClock observation
2021-06-10,Yves Jongen,-1.6,0.9,ExoClock observation
2021-05-24,Yves Jongen,-1.3,0.6,ExoClock observation
2021-05-14,Yves Jongen,-0.6,0.7,ExoClock observation
2021-05-11,Yves Jongen,0.6,0.7,ExoClock observation
2021-05-01,Yves Jongen,0.2,0.9,ExoClock observation
2020-10-13,Yves Jongen,0.3,0.6,ExoClock observation
2020-09-23,Yves Jongen,-1.1,0.6,ExoClock observation
2020-07-12,Yves Jongen,0.0,0.9,ExoClock observation
2020-07-09,Yves Jongen,-1.2,0.7,ExoClock observation
2020-05-07,Yves Jongen,0.2,0.6,ExoClock observation
2016-07-31,Petrucci et al. 2018,-2.2,0.6,ExoClock literature
2016-06-11,Petrucci et al. 2018,-0.5,0.4,ExoClock literature
2015-09-09,Petrucci et al. 2018,-2.8,2.6,ExoClock literature
2014-10-18,Petrucci et al. 2018,3.2,1.1,ExoClock literature
2014-08-23,Petrucci et al. 2018,2.1,1.4,ExoClock literature
2014-07-24,Petrucci et al. 2018,2.2,0.7,ExoClock literature
2013-08-29,Petrucci et al. 2018,1.6,0.2,ExoClock literature
2013-08-02,Moyano et al. 2017,-0.5,0.4,ExoClock literature
2013-07-30,Moyano et al. 2017,-0.9,0.5,ExoClock literature
2011-08-15,Moyano et al. 2017,-2.4,0.4,ExoClock literature
2010-07-14,Anderson et al. 2012,-0.5,0.3,ExoClock literature
