observer,oc,oceu,ocel,date,source
Maurice audejean,8.496,1.3968,1.3968,2021-07-14 11:54:46.368000000,ETD
Maurice Audejean,2.1,1.4,1.4,2021-07-14 11:48:22.590706944,ExoClock observation
Blois sologne astronomie,-2.448,2.3328,2.3328,2021-07-14 11:43:50.592000000,ETD
Claudio arena,8.064,1.872,1.872,2021-06-07 12:23:53.376000000,ETD
Jean plazas,-0.576,,,2021-06-07 12:15:18.431999744,ETD
Stephen M. Brincat,3.8,2.3,2.3,2020-07-29 10:06:38.202252288,ExoClock observation
Marc bretton,2.304,0.72,0.72,2020-06-17 12:14:35.232000256,ETD
Francois regembal,3.168,2.5776,2.5776,2020-06-12 13:55:26.688000000,ETD
Jordi lopesino,10.08,3.3984,3.3984,2020-05-11 12:51:58.176000000,ETD
Manfred raetz,0.72,0.9504,0.9504,2020-05-11 12:42:43.488000256,ETD
Manfred Raetz,0.6,0.9,0.9,2020-05-11 12:42:39.692171264,ExoClock observation
F. lomoz,2.736,4.5216,4.5216,2019-07-03 10:31:32.447999744,ETD
Anaël wünsche,-1.008,0.7488,0.7488,2019-06-28 12:07:42.240000000,ETD
Anaël Wünsche,-1.9,1.0,1.0,2019-06-28 12:07:02.198434048,ExoClock observation
Fran campos,1.872,1.2816,1.2816,2019-05-22 12:40:14.880000256,ETD
Hartman et al. 2015,0.1,0.7,0.7,2009-10-08 11:34:09.244822528,ExoClock literature
Hartman et al. (2015),0.0,0.6912,0.6912,2009-10-08 11:33:01.727999744,ETD
