,date,observer,oc,oce,source
0,2022-03-04,Yves Jongen,-3.3,0.9,ExoClock observation
1,2022-02-10,Paolo Arcangelo Matassa,-0.4,2.3,ExoClock observation
2,2022-01-24,Yves Jongen,3.4,0.6,ExoClock observation
3,2022-01-24,Jacques Michelet,1.0,0.9,ExoClock observation
4,2022-01-01,T\xc3\xb5nis Eenm\xc3\xa4e,0.9,0.7,ExoClock observation
5,2021-12-09,Vikrant Kumar Agnihotri,-3.3,1.4,ExoClock observation
6,2021-12-03,Robert Roth,1.9,0.4,ExoClock observation
