date,observer,oc,oce,source
2022-03-02,Yves Jongen,3.6,2.4,ExoClock observation
2022-01-23,Fran Campos,0.3,3.2,ExoClock observation
2021-04-22,John Savage,4.2,4.3,ExoClock observation
2021-03-20,Ana\xc3\xabl W\xc3\xbcnsche,-1.7,1.4,ExoClock observation
2021-03-20,Yves Jongen,-1.5,4.3,ExoClock observation
2020-05-31,Matthias Mallonn,4.1,1.4,ExoClock observation
2018-04-17,von Essen et al. 2019,-0.4,1.3,ExoClock literature
2018-04-17,Ana\xc3\xabl W\xc3\xbcnsche,1.7,2.3,ExoClock observation
2017-06-17,von Essen et al. 2019,4.3,1.1,ExoClock literature
2017-05-31,von Essen et al. 2019,2.8,1.0,ExoClock literature
2017-05-14,von Essen et al. 2019,2.6,1.3,ExoClock literature
2016-05-15,von Essen et al. 2019,-0.8,1.0,ExoClock literature
2016-05-02,Tsiaras et al. 2018,-0.6,0.2,ExoClock literature
2016-03-12,Tsiaras et al. 2018,0.0,0.2,ExoClock literature
2015-06-23,von Essen et al. 2019,-1.0,0.7,ExoClock literature
2015-06-07,von Essen et al. 2019,0.3,0.8,ExoClock literature
2015-05-21,von Essen et al. 2019,-1.5,0.6,ExoClock literature
2015-04-17,von Essen et al. 2019,0.5,0.9,ExoClock literature
2015-04-17,Stevenson et al. 2016,0.0,0.2,ExoClock literature
2015-04-12,von Essen et al. 2019,1.9,0.9,ExoClock literature
2015-03-31,von Essen et al. 2019,0.8,0.8,ExoClock literature
2013-04-23,Wakeford et al. 2017,0.2,0.1,ExoClock literature
2010-05-26,Hartman et al. 2011,-1.1,0.6,ExoClock literature
2010-04-18,Hartman et al. 2011,-1.3,0.5,ExoClock literature
2009-01-28,Hartman et al. 2011,-3.6,2.1,ExoClock literature
