,index,date,observer,oc,oce,source
0,53,2022-02-25,Sebastien Brouillard,0.7,0.9,ExoClock observation
1,54,2022-01-28,Paolo Arcangelo Matassa,-1.0,2.3,ExoClock observation
2,55,2022-01-13,Ana\xc3\xabl W\xc3\xbcnsche,1.6,0.6,ExoClock observation
3,56,2022-01-13,Mark Salisbury,0.0,0.3,ExoClock observation
4,57,2021-12-31,Paolo Arcangelo Matassa,-0.4,0.7,ExoClock observation
5,58,2021-12-06,Andre Kovacs,-2.4,2.6,ExoClock observation
6,59,2021-11-16,Dominique DANIEL,-1.3,2.0,ExoClock observation
7,60,2021-11-08,Andre Kovacs,3.4,4.3,ExoClock observation
8,61,2021-11-03,Yves Jongen,2.0,0.7,ExoClock observation
9,62,2021-10-19,Ana\xc3\xabl W\xc3\xbcnsche,-1.0,0.3,ExoClock observation
10,63,2021-10-13,Andre Kovacs,-1.5,2.3,ExoClock observation
11,64,2021-08-24,Kevin Johnson,0.2,1.2,ExoClock observation
12,65,2021-07-28,Nick Sioulas,-1.2,1.2,ExoClock observation
13,66,2020-12-14,Roger Dymock,-3.2,2.0,ExoClock observation
14,67,2020-11-24,Fabio Mortari,1.1,0.9,ExoClock observation
15,68,2020-11-16,Roger Dymock,-0.1,1.6,ExoClock observation
16,69,2020-11-09,Harri Kiiskinen,-1.7,1.4,ExoClock observation
17,70,2020-10-30,Yves Jongen,2.3,0.4,ExoClock observation
18,71,2020-10-19,Roger Dymock,-5.2,3.5,ExoClock observation
19,72,2020-10-12,Jean-Bernard PIOPPA,-2.1,0.9,ExoClock observation
20,73,2020-10-10,Vikrant Kumar Agnihotri,-2.5,0.9,ExoClock observation
21,74,2020-09-17,Yves Jongen,1.5,0.6,ExoClock observation
22,75,2020-09-14,David Wright,0.2,1.2,ExoClock observation
23,76,2020-09-14,Mark Roberts,-0.1,1.4,ExoClock observation
24,77,2020-09-14,Keith Rickard,-4.0,1.7,ExoClock observation
25,78,2020-09-02,Adrian Jones,2.2,1.6,ExoClock observation
26,79,2020-08-30,Nikolaos Paschalis,0.2,1.0,ExoClock observation
27,80,2020-02-02,Martin Fowler,-3.7,3.2,ExoClock observation
28,81,2020-01-18,Martin Fowler,-2.5,2.6,ExoClock observation
29,82,2020-01-05,Martin Fowler,-4.9,2.6,ExoClock observation
