date,observer,oc,oceu,ocel,source
2022-01-07 10:22:40.224000000,"Giuseppe conzo, zlatko orbanić",6.768,2.9664,2.9664,ETD
2021-03-09 09:21:35.136000256,Michal powalko,-33.552,7.1424,7.1424,ETD
2021-01-11 08:16:53.184000000,J.g.,-94.32,68.6304,68.6304,ETD
2020-03-13 09:12:19.584000256,F. lomoz,-18.144,3.9888,3.9888,ETD
2020-03-13 09:06:36.575999744,F. lomoz,-23.904,3.7152,3.7152,ETD
2020-01-16 09:28:03.936000000,Manfred raetz,1.44,2.9952,2.9952,ETD
2019-02-06 10:35:07.583999744,Aaav astrofili valdera,-51.984,,,ETD
2017-11-22 15:06:30.528000256,František lomoz,-38.592,4.1904,4.1904,ETD
2015-11-12 14:52:49.728000256,Dauchet coulon charrier,-1.728,1.7424,1.7424,ETD
2014-02-08 09:24:08.928000256,Horta f. g.,1.44,3.1248,3.1248,ETD
2013-03-03 08:58:25.824000256,Blois sologne astronomie,-1.008,8.4528,8.4528,ETD
2012-01-02 18:00:06.048000256,Singh p.,-6.336,6.2496,6.2496,ETD
2011-11-29 13:09:57.312000256,Lopesino j.,-6.048,2.8512,2.8512,ETD
2011-11-27 15:41:21.408000256,Lopesino j.,1.44,2.3184,2.3184,ETD
2010-05-04 17:22:43.968000000,"G. hebrard et al., 2011",-2.16,0.2592,0.2592,ETD
