observer,oc,oceu,ocel,date,source
Yves Jongen,-0.7,4.3,4.3,2021-01-08 17:08:06.929257216,ExoClock observation
Yves jongen,-10.656,2.448,2.448,2021-01-08 16:58:07.391999744,ETD
Tõnis Eenmäe,1.4,2.6,2.6,2020-12-08 11:53:23.374068480,ExoClock observation
Yves Jongen,-1.2,2.3,2.3,2020-11-16 15:21:00.685416960,ExoClock observation
Yves jongen,-2.16,2.1312,2.1312,2020-11-16 15:20:04.415999744,ETD
Pere guerra,3.168,1.9584,1.9584,2019-10-29 15:16:26.688000256,ETD
Pere guerra,-6.336,2.1456,2.1456,2019-02-12 12:05:14.496000256,ETD
"Francesco scaggiante, danilo zardin",6.336,3.6864,3.6864,2018-02-15 08:38:44.736000256,ETD
Hartman et al. 2015,-0.1,0.5,0.5,2012-12-23 21:51:23.784922880,ExoClock literature
Hartman et al. 2015,-1.152,0.5184,0.5184,2012-12-23 21:50:17.952000256,ETD
