,date,observer,oc,oce,source
0,2021-12-10,Martin Crow,10.1,3.3,ExoClock observation
1,2021-10-11,Yves Jongen,4.5,2.6,ExoClock observation
2,2021-10-03,Georgios Lekkas,7.8,4.3,ExoClock observation
