observer,oc,oceu,ocel,date,source
Anaël Wünsche,1.7,1.2,1.2,2022-04-27 13:20:20.416340224,ExoClock observation
Yves Jongen,-0.7,0.9,0.9,2022-04-20 15:52:08.940461568,ExoClock observation
Yves jongen,-1.872,0.8352,0.8352,2022-04-20 15:50:57.695999744,ETD
Yves Jongen,1.7,0.6,0.6,2022-02-10 17:36:38.182095616,ExoClock observation
Yves jongen,-0.144,0.6048,0.6048,2022-02-10 17:34:50.592000000,ETD
Yves Jongen,1.9,1.2,1.2,2021-02-20 17:58:35.176320000,ExoClock observation
Yves jongen,-1.008,0.9072,0.9072,2021-02-20 17:55:43.392000000,ETD
Yves Jongen,2.1,1.4,1.4,2020-05-10 16:38:26.928974336,ExoClock observation
Yves jongen,-1.296,0.9504,0.9504,2020-05-10 16:35:04.992000256,ETD
Yves Jongen,-0.4,0.7,0.7,2020-04-09 16:09:53.287695872,ExoClock observation
Yves jongen,-1.872,0.7344,0.7344,2020-04-09 16:08:24.000000000,ETD
Yves jongen,3.312,0.7632,0.7632,2020-01-31 17:55:45.119999744,ETD
Josep gaitan,-14.976,1.6848,1.6848,2015-04-20 09:09:18.143999744,ETD
Phil evans,4.896,2.016,2.016,2015-03-16 22:20:14.207999744,ETD
Evans p.,-3.024,1.0944,1.0944,2013-04-05 22:55:50.880000000,ETD
"Logan v., lewis k.",1.296,1.4688,1.4688,2013-03-19 17:25:41.088000256,ETD
Vanessa logan and karen lewis,1.296,1.4688,1.4688,2013-03-19 17:25:41.088000256,ETD
Penev et al. 2013,0.1,1.0,1.0,2010-02-13 06:54:41.285762816,ExoClock literature
"K. penev et al., 2012",-1.008,1.0224,1.0224,2010-02-13 06:53:35.807999744,ETD
