observer,oc,oceu,ocel,date,source
Kevin Johnson,2.5,2.0,2.0,2022-03-20 12:57:38.653418752,ExoClock observation
Thomas mollier,-250.704,131.9616,131.9616,2022-03-04 03:27:12.960000256,ETD
Paolo Arcangelo Matassa,1.6,3.0,3.0,2022-03-01 14:46:35.711986688,ExoClock observation
"Francesco scaggiante, danilo zardin,marco fiaschi",5.328,2.2896,2.2896,2022-01-14 15:51:26.208000000,ETD
Adrian Jones,1.3,2.2,2.2,2022-01-14 15:47:21.711361792,ExoClock observation
David Wright,2.5,2.7,2.7,2021-11-21 14:10:59.592935424,ExoClock observation
Martin Crow,2.5,2.6,2.6,2021-11-21 14:10:59.592935424,ExoClock observation
Veli-pekka hentunen,3.024,2.5488,2.5488,2021-03-31 09:31:04.512000000,ETD
Yves Jongen,-0.1,2.6,2.6,2021-03-20 13:56:27.354214400,ExoClock observation
Yves jongen,-3.024,2.1024,2.1024,2021-03-20 13:53:30.048000256,ETD
Yves jongen,5.904,1.4544,1.4544,2021-01-06 14:14:42.719999744,ETD
Yves Jongen,0.9,1.4,1.4,2021-01-06 14:09:44.294369792,ExoClock observation
Manfred raetz,-10.656,1.9152,1.9152,2020-04-19 08:28:58.943999744,ETD
Martin Crow,1.1,1.2,1.2,2020-03-31 10:30:34.878708480,ExoClock observation
Claudio Lopresti,-2.2,1.6,1.6,2020-02-14 11:28:20.878053888,ExoClock observation
Yves jongen,-45.504,3.4128,3.4128,2020-02-14 10:44:59.424000256,ETD
Manfred raetz,-2.16,5.2128,5.2128,2019-12-30 12:29:27.744000000,ETD
Josep gaitan,92.592,2.1744,2.1744,2019-03-24 10:24:53.280000000,ETD
Josep gaitan,6.912,1.6992,1.6992,2019-03-24 08:59:09.023999744,ETD
Riley chase larochelle,-6.048,17.496,17.496,2019-03-21 15:53:16.799999744,ETD
Peter kalajian,18.0,2.6064,2.6064,2019-02-22 15:28:35.039999744,ETD
Matthieu bachschmidt,39.456,2.2608,2.2608,2018-03-24 10:33:10.944000000,ETD
"Rätz, manfred",-4.32,2.1024,2.1024,2017-03-24 10:50:41.567999744,ETD
Nikolaos Paschalis,1.5,2.2,2.2,2016-04-12 10:08:08.505564672,ExoClock observation
"David molina, antoni vives sureda",-7.344,2.592,2.592,2016-03-24 11:49:07.679999744,ETD
David molina,-7.92,2.6208,2.6208,2016-03-24 11:48:33.120000000,ETD
Stan shadick,-2.304,2.6928,2.6928,2015-12-01 22:53:19.679999744,ETD
Yuri karavaev,20.88,2.7504,2.7504,2015-04-16 04:21:49.247999744,ETD
Marc bretton,-3.6,0.9792,0.9792,2015-04-13 11:04:24.960000000,ETD
Marc bretton,-12.096,1.8144,1.8144,2015-04-13 10:55:56.928000256,ETD
"Raetz, manfred",-12.96,2.5344,2.5344,2015-04-13 10:55:09.408000000,ETD
Marc bretton,4.032,2.8944,2.8944,2015-04-05 08:33:31.104000256,ETD
Mark salisbury,-3.888,1.656,1.656,2015-02-26 12:05:11.904000000,ETD
"Francesco scaggiante, danilo zardin",13.824,2.2032,2.2032,2015-02-18 09:44:19.392000000,ETD
Marc bretton,-8.208,5.1264,5.1264,2015-02-18 09:22:19.200000000,ETD
Josep gaitan,-16.416,2.376,2.376,2015-02-18 09:14:07.584000256,ETD
Josep gaitan,-10.368,2.88,2.88,2015-01-22 08:31:20.640000000,ETD
Zibar m.,-7.776,1.44,1.44,2014-03-09 08:34:16.031999744,ETD
"Javier g., schteinman m.",14.112,1.4544,1.4544,2014-02-26 13:24:40.320000000,ETD
Gudmundsson s.,1.728,2.952,2.952,2014-02-26 13:12:12.096000000,ETD
Dittler u.,-30.816,1.8576,1.8576,2013-12-15 12:52:02.495999744,ETD
Benni p.,5.184,1.0368,1.0368,2013-12-12 20:35:03.552000000,ETD
Olivier labrevoir,-39.168,16.3008,16.3008,2013-04-05 09:53:02.976000000,ETD
Singh p.,-6.912,2.8512,2.8512,2013-04-02 17:32:26.304000256,ETD
Ayiomamitis a.,-1.584,1.4112,1.4112,2013-03-09 09:41:49.919999744,ETD
Naves r.,-5.328,1.9872,1.9872,2013-01-03 12:29:07.007999744,ETD
Ruocco n.,-6.624,3.1248,3.1248,2013-01-03 12:27:48.384000256,ETD
Pepper et al. 2013,-0.0,2.3,2.3,2012-06-06 15:49:51.427186176,ExoClock literature
Pepper et al. 2013,3.4,1.6,1.6,2012-04-13 14:15:41.308808448,ExoClock literature
Pepper et al. 2013,0.1,0.8,0.8,2012-04-10 21:19:30.602864128,ExoClock literature
Pepper et al. 2013,3.2,1.1,1.1,2012-04-02 18:43:58.485105408,ExoClock literature
Pepper et al. 2013,-3.5,1.4,1.4,2012-04-02 18:37:16.485113088,ExoClock literature
Pepper et al. 2013,-3.6,1.3,1.3,2012-04-02 18:37:10.485105408,ExoClock literature
Pepper et al. 2013,0.0,2.0,2.0,2012-03-17 13:23:30.249589504,ExoClock literature
