observer,oc,oceu,ocel,date,source
Manfred Raetz,4.0,1.2,1.2,2022-04-18 10:40:29.663975424,ExoClock observation
Manfred raetz,3.456,0.72,0.72,2022-04-18 10:39:55.295999744,ETD
Rene roy,-2.16,1.6128,1.6128,2022-04-05 12:53:14.208000000,ETD
Simon Dawes,3.1,4.3,4.3,2022-03-23 15:17:18.767972608,ExoClock observation
Yves Jongen,-1.9,0.9,0.9,2022-03-06 10:17:27.504021248,ExoClock observation
Yves jongen,-3.312,1.0512,1.0512,2022-03-06 10:16:01.056000256,ETD
Miguel angel alava,6.192,2.4624,2.4624,2022-02-08 15:03:14.399999744,ETD
Naudin jean-louis,37.008,71.5536,71.5536,2021-04-26 11:15:14.688000000,ETD
Joe garlitz,1.152,2.3184,2.3184,2021-04-17 20:12:03.744000000,ETD
Snaevarr gudmundsson,-1.872,0.9216,0.9216,2021-04-13 12:55:15.168000256,ETD
Giorgio Baj,-2.0,1.6,1.6,2021-04-13 12:55:07.487994368,ExoClock observation
Giorgio baj   ,-63.792,21.2832,21.2832,2021-04-13 11:53:19.104000000,ETD
Yves jongen,-1.872,1.0224,1.0224,2021-03-14 10:19:13.728000000,ETD
Yves Jongen,-3.5,1.9,1.9,2021-03-14 10:17:37.776023552,ExoClock observation
Veli-pekka hentunen,5.184,2.1312,2.1312,2021-03-01 12:45:06.911999744,ETD
Manfred Raetz,4.5,1.0,1.0,2021-03-01 12:44:29.327987712,ExoClock observation
Manfred raetz,4.32,0.9792,0.9792,2021-03-01 12:44:16.799999744,ETD
Yves Jongen,3.2,1.4,1.4,2021-03-01 12:43:11.328008448,ExoClock observation
Yves jongen,2.304,1.2096,1.2096,2021-03-01 12:42:14.111999744,ETD
Jens jacobsen,0.864,1.3536,1.3536,2021-02-12 07:45:59.904000000,ETD
Lomoz f.,3.888,2.2032,2.2032,2020-07-29 11:18:12.671999744,ETD
"F, lomoz",3.888,2.2032,2.2032,2020-07-29 11:18:12.671999744,ETD
F. lomoz,3.888,2.2032,2.2032,2020-07-29 11:18:12.671999744,ETD
Alberto garcía sánchez,-2.016,1.8576,1.8576,2020-06-16 10:55:12.000000256,ETD
Manfred Raetz,5.6,1.3,1.3,2020-04-21 13:04:29.759979776,ExoClock observation
Manfred raetz,3.6,0.8496,0.8496,2020-04-21 13:02:25.440000000,ETD
Adam nowak,-17.568,17.9136,17.9136,2020-04-04 07:46:28.416000256,ETD
Jean plazas,-1.008,2.7936,2.7936,2020-03-09 12:40:46.847999744,ETD
Yves jongen,1.872,0.9504,0.9504,2019-06-25 11:00:45.504000000,ETD
Anaël Wünsche,0.5,1.3,1.3,2019-04-30 13:01:10.031994624,ExoClock observation
Anaël Wünsche,-0.4,0.4,0.4,2019-04-30 13:00:16.032005888,ExoClock observation
Anael wunsche,-0.432,0.7776,0.7776,2019-04-30 13:00:11.520000000,ETD
Marc bretton,-1.584,0.3168,0.3168,2019-04-30 12:59:04.127999744,ETD
"Francesco scaggiante, danilo zardin",1.152,1.0656,1.0656,2019-03-31 10:25:46.847999744,ETD
Anaël Wünsche,-0.3,1.0,1.0,2019-03-31 10:24:22.319996928,ExoClock observation
Anael wunsche,-1.44,0.936,0.936,2019-03-31 10:23:17.376000000,ETD
Manfred raetz,-3.168,1.1808,1.1808,2019-03-31 10:21:26.783999744,ETD
Yves jongen,-5.616,2.0736,2.0736,2019-01-21 14:39:38.304000000,ETD
Yves jongen,-18.144,1.6128,1.6128,2018-06-20 13:01:23.232000256,ETD
Yenal ogmen,-0.72,0.6768,0.6768,2018-06-03 08:23:57.408000256,ETD
Yves jongen,31.392,2.1024,2.1024,2018-04-21 08:38:57.696000256,ETD
Matthieu bachschmidt,-19.44,30.4704,30.4704,2018-04-21 07:48:06.912000256,ETD
Mark salisbury,3.312,1.1376,1.1376,2018-02-11 12:31:29.567999744,ETD
Joe garlitz,-2.448,1.7856,1.7856,2017-07-15 18:13:41.664000256,ETD
Jean-luc martin,0.0,1.1376,1.1376,2017-05-29 10:45:21.888000256,ETD
Pietro benotto,19.872,3.2976,3.2976,2017-04-16 10:48:05.184000256,ETD
Wonseok kang,-1.584,0.7344,0.7344,2017-02-15 05:14:36.672000256,ETD
Manfred raetz,2.448,0.8496,0.8496,2016-06-06 10:49:32.448000256,ETD
Alessandro Marchini,1.3,1.9,1.9,2016-06-06 10:48:25.295996416,ExoClock observation
Alessandro marchini,1.152,1.9872,1.9872,2016-06-06 10:48:19.872000256,ETD
Marc bretton,7.92,1.4256,1.4256,2016-03-12 10:20:43.584000256,ETD
Anaël Wünsche,2.9,1.6,1.6,2016-03-12 10:15:44.975991552,ExoClock observation
Mark salisbury,-4.752,1.4976,1.4976,2015-06-15 10:44:07.584000256,ETD
Marc bretton,4.176,0.504,0.504,2015-04-20 12:54:44.928000000,ETD
"Francesco scaggiante, danilo zardin",3.456,2.2608,2.2608,2015-04-20 12:54:07.776000000,ETD
Mark salisbury,-1.152,0.72,0.72,2015-04-20 12:49:23.520000000,ETD
Martin zíbar,0.432,1.7856,1.7856,2015-03-08 12:33:52.992000000,ETD
Hartman et al. 2014,0.0,0.3,0.3,2011-05-14 22:30:16.416004352,ExoClock literature
Hartman et al. (2014),-1.008,0.3456,0.3456,2011-05-14 22:29:12.480000256,ETD
