date,observer,oc,oce,source
2007-06-17,Rabus et al. 2009,0.4,0.2,ExoClock literature
2007-03-15,Raetz et al. 2009,0.3,2.2,ExoClock literature
2006-08-11,Rabus et al. 2009,2.2,0.3,ExoClock literature
2006-08-08,Rabus et al. 2009,0.2,0.2,ExoClock literature
2006-06-21,Narita et al. 2007,1.3,0.5,ExoClock literature
2006-06-15,Winn et al. 2007,1.0,0.3,ExoClock literature
2006-06-15,Narita et al. 2007,0.9,0.2,ExoClock literature
2006-06-12,Winn et al. 2007,0.6,0.2,ExoClock literature
2006-06-12,Narita et al. 2007,0.6,0.2,ExoClock literature
2006-06-09,Narita et al. 2007,0.1,0.2,ExoClock literature
2006-06-09,Winn et al. 2007,0.1,0.3,ExoClock literature
2005-07-17,Rabus et al. 2009,-0.2,0.4,ExoClock literature
2005-07-11,Rabus et al. 2009,-0.0,0.3,ExoClock literature
2004-08-29,Charbonneau et al. 2005,-0.7,0.6,ExoClock literature
2004-07-03,Charbonneau et al. 2005,-1.6,2.7,ExoClock literature
2004-06-30,Cubillos et al. 2014,-0.5,0.1,ExoClock literature
2004-06-30,Charbonneau et al. 2005,-0.5,0.4,ExoClock literature
2004-06-30,Alonso et al. 2004,-0.7,0.3,ExoClock literature
2004-06-27,Charbonneau et al. 2005,-1.7,0.7,ExoClock literature
2004-06-18,Charbonneau et al. 2005,0.3,0.6,ExoClock literature
2003-08-17,Charbonneau et al. 2005,1.6,3.2,ExoClock literature
2003-08-05,Charbonneau et al. 2005,-0.5,2.2,ExoClock literature
2003-07-29,Charbonneau et al. 2005,3.2,2.3,ExoClock literature
2003-07-26,Charbonneau et al. 2005,-3.4,2.2,ExoClock literature
