,date,observer,oc,oce,source
0,2022-01-31,Robert Roth,-2.1,3.2,ExoClock observation
1,2022-01-14,Claudio Lopresti,-3.5,2.7,ExoClock observation
2,2022-01-08,Fran Campos,1.2,4.3,ExoClock observation
