observer,oc,oceu,ocel,date,source
Simon Dawes,3.8,3.2,3.2,2022-02-21 09:27:04.872015360,ExoClock observation
Ivo Peretto,-0.9,1.3,1.3,2022-02-08 08:31:30.705630208,ExoClock observation
Paolo Arcangelo Matassa,5.7,1.3,1.3,2022-01-26 07:47:14.539188480,ExoClock observation
Mark Salisbury,4.2,1.2,1.2,2021-12-21 11:25:51.081602304,ExoClock observation
Yves Jongen,1.7,0.7,0.7,2021-11-28 15:54:19.790405632,ExoClock observation
Dim Stouraitis,-3.2,1.4,1.4,2021-11-12 08:45:50.582398464,ExoClock observation
Manfred Raetz,1.7,0.9,0.9,2021-10-07 12:30:51.124821504,ExoClock observation
LIVIANO BETTI,3.0,1.2,1.2,2021-01-26 08:00:11.879973120,ExoClock observation
Valère Perroud,0.4,0.9,0.9,2020-11-25 09:55:58.089570816,ExoClock observation
Jacques Michelet,1.5,1.2,1.2,2020-11-12 09:06:11.923188992,ExoClock observation
Alessandro Nastasi,-1.0,0.7,0.7,2020-11-12 09:03:41.923197696,ExoClock observation
Manfred Raetz,2.0,0.7,0.7,2020-01-01 06:33:06.887995904,ExoClock observation
Marc Deldem,0.4,0.7,0.7,2016-01-15 08:25:00.417584128,ExoClock observation
