observer,oc,oceu,ocel,date,source
Ian Sharp,-4.9,2.2,2.2,2022-01-27 10:11:00.057601280,ExoClock observation
Francesco Scaggiante,2.6,1.7,1.7,2021-12-13 07:05:22.521592576,ExoClock observation
Yves Jongen,0.0,0.7,0.7,2021-12-13 07:02:46.521593856,ExoClock observation
"Francesco scaggiante, danilo zardin,marco fiaschi",-0.144,2.0448,2.0448,2021-12-13 07:02:41.856000000,ETD
Yves jongen,-0.576,0.7056,0.7056,2021-12-13 07:02:12.480000000,ETD
Dominique DANIEL,-2.7,3.5,3.5,2021-12-13 07:00:04.521587456,ExoClock observation
Dominique daniel,-5.904,2.5056,2.5056,2021-12-13 06:56:52.800000000,ETD
aziz kaeouach,1.0,1.3,1.3,2021-12-11 11:44:03.020157440,ExoClock observation
Stephen Futcher,0.3,0.9,0.9,2021-11-23 10:26:06.005735168,ExoClock observation
Jesus rodriguez,-3.6,1.1664,1.1664,2021-11-14 09:43:35.328000256,ETD
Valère Perroud,-3.9,1.9,1.9,2021-11-05 09:04:38.991365376,ExoClock observation
Taewoo Kim,-1.4,1.0,1.0,2021-10-29 03:48:14.985625088,ExoClock observation
Jacques Michelet,-0.9,1.4,1.4,2021-10-27 08:29:01.484190464,ExoClock observation
Thomas MOLLIER,-1.0,1.6,1.6,2021-10-27 08:28:55.484182784,ExoClock observation
Thomas mollier,-1.728,1.5984,1.5984,2021-10-27 08:28:12.287999744,ETD
Didier Laloum,-2.5,1.3,1.3,2021-10-27 08:27:25.484188160,ExoClock observation
Jacques michelet,-2.592,1.3392,1.3392,2021-10-27 08:27:17.856000256,ETD
Snaevarr gudmundsson,-4.752,0.8064,0.8064,2021-10-27 08:25:09.984000256,ETD
Robert Roth,-1.7,1.2,1.2,2021-10-25 13:08:29.982736384,ExoClock observation
Claudio Lopresti,-1.1,3.5,3.5,2021-10-18 07:50:11.976970752,ExoClock observation
Giorgio Baj,1.3,2.0,2.0,2021-10-16 12:32:52.475561472,ExoClock observation
Yves jongen,-1.152,0.8784,0.8784,2021-10-16 12:30:28.223999744,ETD
Yves Jongen,-2.3,0.6,0.6,2021-10-16 12:29:16.475526144,ExoClock observation
Giorgio baj,-2.592,4.2336,4.2336,2021-10-16 12:28:54.912000256,ETD
Sw johny,-0.432,1.3392,1.3392,2021-10-09 07:12:14.688000256,ETD
Kevin Hills,-0.9,0.9,0.9,2021-08-30 13:57:49.438098432,ExoClock observation
Paolo bacci,-2.304,1.3536,1.3536,2021-08-21 13:17:44.736000000,ETD
Dim Stouraitis,0.5,1.6,1.6,2021-07-16 10:46:05.902103552,ExoClock observation
Snaevarr gudmundsson,-3.312,0.6192,0.6192,2021-01-31 08:27:32.544000256,ETD
Jordi lopesino,-2.592,1.3392,1.3392,2021-01-13 07:11:07.296000000,ETD
John Savage,1.7,1.3,1.3,2020-12-24 10:38:22.239360000,ExoClock observation
"Nicholas dahlke, johanna hipp, annalotta hipp",-1.584,0.6048,0.6048,2020-11-27 08:39:15.840000000,ETD
"Nicholas dahlke, johanna hipp, annalotta hipp",0.144,0.4032,0.4032,2020-11-18 08:02:15.360000256,ETD
Vicenç ferrando (aas),-0.72,0.8064,0.8064,2020-11-18 08:01:30.432000000,ETD
Marc bretton,-1.152,0.36,0.36,2020-11-18 08:01:04.512000000,ETD
Yves Jongen,-1.2,0.9,0.9,2020-11-18 08:00:58.210560768,ExoClock observation
Snaevarr gudmundsson,-1.584,0.6192,0.6192,2020-11-18 08:00:31.680000256,ETD
Yves jongen,-1.872,0.576,0.576,2020-11-18 08:00:17.856000000,ETD
Pere guerra,-4.176,0.6192,0.6192,2020-11-18 07:58:01.344000256,ETD
Lorenzo Betti,-1.8,0.6,0.6,2020-11-07 12:02:01.201917440,ExoClock observation
Taewoo Kim,-2.0,0.6,0.6,2020-11-02 02:02:38.697603584,ExoClock observation
Snaevarr gudmundsson,-3.024,0.792,0.792,2020-10-20 10:43:29.568000000,ETD
Daniel bertesteanu,7.92,3.2832,3.2832,2020-10-02 09:37:18.623999744,ETD
Yves jongen,-5.472,1.1952,1.1952,2020-09-14 08:06:39.743999744,ETD
Manfred Raetz,-0.4,1.0,1.0,2020-09-12 12:51:56.657285376,ExoClock observation
Manfred raetz,-1.008,0.8928,0.8928,2020-09-12 12:51:18.431999744,ETD
Juanjo salamero,2.16,1.0368,1.0368,2020-08-25 11:37:16.607999744,ETD
Anaël Wünsche,0.9,0.4,0.4,2020-08-25 11:35:59.642896128,ExoClock observation
Alberto Tomatis,-0.3,0.7,0.7,2020-08-25 11:34:47.642924544,ExoClock observation
Vojtěch Školník,-0.4,1.0,1.0,2020-08-25 11:34:41.642916864,ExoClock observation
Anaël wünsche,-0.432,0.4032,0.4032,2020-08-25 11:34:41.088000000,ETD
Yves Jongen,-0.6,0.9,0.9,2020-08-25 11:34:29.642901504,ExoClock observation
Vojtěch školník,-1.152,1.3392,1.3392,2020-08-25 11:33:57.024000256,ETD
Yves jongen,-1.584,0.6336,0.6336,2020-08-25 11:33:30.240000000,ETD
Jean plazas,-2.016,0.8208,0.8208,2020-08-25 11:33:00.864000000,ETD
Tommaso dittadi,-14.688,35.0064,35.0064,2020-08-25 11:20:20.543999744,ETD
Luis tremosa,-3.456,1.4976,1.4976,2020-08-16 10:52:58.943999744,ETD
Gianluca rossi,-0.432,2.448,2.448,2020-07-29 09:38:46.752000000,ETD
Francois Regembal,-0.5,1.3,1.3,2020-07-27 14:18:59.619863040,ExoClock observation
Francois regembal,-6.048,1.2816,1.2816,2020-07-27 14:13:29.280000000,ETD
Yves jongen,4.176,1.008,1.008,2020-07-09 13:06:22.176000256,ETD
Yves Jongen,3.1,1.2,1.2,2020-07-09 13:05:20.605449472,ExoClock observation
Marc Bretton,-0.6,0.7,0.7,2020-07-09 13:01:38.605446400,ExoClock observation
Marc bretton,-2.736,0.6624,0.6624,2020-07-09 12:59:32.640000000,ETD
Gährken bernd,-1.152,0.5616,0.5616,2020-06-30 12:22:29.567999744,ETD
Gährken bernd,3.744,,,2020-05-30 19:52:01.920000000,ETD
Yves Jongen,-0.5,1.9,1.9,2020-01-07 09:29:47.458580736,ExoClock observation
Yves jongen,-3.456,2.0448,2.0448,2020-01-07 09:26:47.904000000,ETD
Javier ruiz,-1.584,0.5904,0.5904,2019-12-29 08:50:03.840000000,ETD
Ferran Grau Horta,-0.2,1.9,1.9,2019-11-21 10:57:14.421108736,ExoClock observation
Ferran grau horta,-2.736,1.7424,1.7424,2019-11-21 10:54:46.080000256,ETD
Ferran grau horta,-2.736,2.3904,2.3904,2019-11-21 10:54:40.032000000,ETD
Yves Jongen,-0.3,1.4,1.4,2019-11-12 10:18:30.913936896,ExoClock observation
Yves jongen,-0.576,1.3248,1.3248,2019-11-12 10:18:17.567999744,ETD
Alberto tomatis,2.16,1.6272,1.6272,2019-10-25 09:03:46.368000000,ETD
Snaevarr gudmundsson,-4.176,1.6992,1.6992,2019-10-25 08:57:19.296000256,ETD
Jacques ardissone,-11.232,2.6784,2.6784,2019-10-25 08:50:16.800000000,ETD
Truman state observer,-7.776,0.8784,0.8784,2019-10-21 18:14:16.224000000,ETD
Mario Morales Aimar,3.4,1.3,1.3,2019-10-16 08:26:20.392366592,ExoClock observation
Mario morales,-2.448,0.9648,0.9648,2019-10-16 08:20:30.047999744,ETD
Manfred raetz,-2.448,2.2752,2.2752,2019-10-14 13:00:46.944000000,ETD
Yves Jongen,-0.3,1.2,1.2,2019-10-07 07:44:00.885159424,ExoClock observation
Yves jongen,-1.44,0.9936,0.9936,2019-10-07 07:42:56.736000256,ETD
Anaël Wünsche,2.2,0.4,0.4,2019-10-05 12:26:47.383677440,ExoClock observation
Marc bretton,-0.288,0.4464,0.4464,2019-10-05 12:24:17.568000000,ETD
Yves Jongen,-0.4,0.7,0.7,2019-10-05 12:24:11.383678720,ExoClock observation
Yves jongen,-1.008,0.648,0.648,2019-10-05 12:23:30.912000000,ETD
