observer,oc,oceu,ocel,date,source
Paolo Arcangelo Matassa,-2.0,3.6,3.6,2022-04-29 10:11:33.312017664,ExoClock observation
Manfred Raetz,-0.7,0.9,0.9,2021-08-11 12:43:53.600641792,ExoClock observation
Manfred raetz,-9.36,2.8368,2.8368,2021-08-11 12:35:14.207999744,ETD
Georgios Lekkas,0.7,2.6,2.6,2021-08-01 11:55:43.073290496,ExoClock observation
Manfred raetz,0.432,1.1376,1.1376,2021-07-22 11:05:53.952000000,ETD
Manfred Raetz,-1.6,1.3,1.3,2021-07-22 11:03:50.545896192,ExoClock observation
Martin Crow,0.8,1.3,1.3,2020-09-14 09:29:24.197753344,ExoClock observation
Pere guerra,3.312,2.6496,2.6496,2019-03-27 13:19:37.920000000,ETD
Pere guerra,113.616,32.4864,32.4864,2018-06-29 16:51:23.904000256,ETD
Pere guerra,7.632,21.3984,21.3984,2018-06-24 14:40:36.192000256,ETD
David molina,-3.456,2.088,2.088,2018-06-14 13:39:56.160000000,ETD
Marc bretton,-0.72,1.3104,1.3104,2018-06-09 13:17:55.968000000,ETD
M. hoecherl,-7.344,1.6128,1.6128,2018-05-20 11:32:09.887999744,ETD
Gabriel murawski,2.16,3.528,3.528,2018-05-05 10:27:20.160000000,ETD
Alessandro Marchini,-0.1,1.2,1.2,2017-08-07 12:06:28.606059520,ExoClock observation
Anaël Wünsche,-0.5,0.9,0.9,2017-08-02 11:41:17.342400000,ExoClock observation
Marc bretton,-0.864,0.6336,0.6336,2017-08-02 11:40:59.520000000,ETD
"Brahic 92 (ballet, néel, delisle, stefani, gouyette, morelli, maline, muzeau, laclef and cordebois)",-5.328,1.008,1.008,2017-08-02 11:36:29.951999744,ETD
Veli-pekka hentunen,-0.288,0.9504,0.9504,2016-09-05 08:25:31.584000000,ETD
Marc bretton,-24.48,5.9904,5.9904,2015-11-04 06:49:19.199999744,ETD
Marc bretton,-2.448,2.7216,2.7216,2015-04-07 13:50:13.056000256,ETD
Horta f. g.,-57.744,1.9584,1.9584,2014-06-05 11:42:54.431999744,ETD
Lomoz f.,-4.896,3.3696,3.3696,2014-05-21 11:21:17.568000256,ETD
Lomoz f.,-13.968,2.52,2.52,2014-05-21 11:12:19.296000256,ETD
Martin l. j.,-1.008,1.7568,1.7568,2013-08-23 13:06:43.776000000,ETD
"Mravik j., grnja j.",4.464,7.2,7.2,2013-08-18 12:47:26.015999744,ETD
Horta f. g.,-5.472,2.8944,2.8944,2013-08-18 12:37:28.127999744,ETD
Vieira j.,-0.144,3.0816,3.0816,2013-08-03 11:28:25.247999744,ETD
"Mravik j., grnja j.",4.32,2.7072,2.7072,2013-07-24 10:43:19.200000256,ETD
Ayiomamitis a.,-4.032,1.4544,1.4544,2013-07-24 10:34:52.895999744,ETD
"Mravik j., grnja j.",-1.44,3.9888,3.9888,2013-07-14 09:47:57.120000256,ETD
Hébrard et al. 2013,0.4,1.4,1.4,2009-12-17 22:24:59.999977728,ExoClock literature
