date,observer,oc,oceu,ocel,source
2020-09-20 10:31:55.776000256,F. lomoz,-1081.872,4.6944,4.6944,ETD
2018-07-31 11:19:36.480000000,F. lomoz,-1041.84,11.4912,11.4912,ETD
2017-07-05 13:08:20.544000256,Marc bretton,-937.008,,,ETD
2012-06-15 19:45:09.792000000,Joe garlitz,-843.696,7.2288,7.2288,ETD
2011-08-28 11:40:50.880000000,Lomoz f.,-799.056,20.88,20.88,ETD
2010-05-06 11:06:52.703999744,František lomoz,-746.928,21.744,21.744,ETD
2010-05-06 10:57:07.775999744,Lomoz f.,-756.576,8.712,8.712,ETD
2009-06-12 21:18:02.592000000,Kipping&bakos 2010,-722.736,1.9008,1.9008,ETD
2009-06-09 08:42:25.056000000,Kipping&bakos 2010,-725.904,1.4688,1.4688,ETD
2009-06-05 20:09:35.999999744,Kipping&bakos 2010,-726.336,1.4112,1.4112,ETD
2009-06-02 07:39:48.384000000,Kipping&bakos 2010,-723.744,1.3248,1.3248,ETD
2009-05-29 19:06:56.736000000,Kipping&bakos 2010,-724.176,1.1376,1.1376,ETD
2009-05-26 06:35:39.264000000,Kipping&bakos 2010,-723.168,0.9648,0.9648,ETD
2009-05-22 18:01:31.584000256,Kipping&bakos 2010,-724.896,0.9504,0.9504,ETD
2009-05-19 05:31:27.552000000,Kipping&bakos 2010,-722.592,0.8064,0.8064,ETD
2009-05-15 16:59:43.296000256,Kipping&bakos 2010,-721.872,0.7776,0.7776,ETD
2009-05-12 04:25:59.807999744,Kipping&bakos 2010,-723.168,0.6336,0.6336,ETD
2009-05-08 15:54:43.200000000,Kipping&bakos 2010,-722.016,0.648,0.648,ETD
2009-05-05 03:23:09.312000000,Kipping&bakos 2010,-721.296,0.6192,0.6192,ETD
2009-05-01 14:50:34.943999744,Kipping&bakos 2010,-721.44,0.6192,0.6192,ETD
