,index,date,observer,oc,oce,source
0,1,2022-03-11,Chiahui Wang,1.7,1.4,ExoClock observation
1,2,2022-03-09,Marc SERRAU,-4.6,2.2,ExoClock observation
2,3,2022-02-07,Val\xc3\xa8re Perroud,0.4,1.7,ExoClock observation
3,4,2022-01-16,Paolo Arcangelo Matassa,0.3,1.4,ExoClock observation
4,5,2022-01-16,Enrique Arce,-1.2,1.2,ExoClock observation
5,6,2021-05-04,Enrique Arce,0.1,1.3,ExoClock observation
6,7,2021-04-13,Claudio Lopresti,-2.4,2.7,ExoClock observation
7,8,2021-03-20,Yves Jongen,0.3,1.3,ExoClock observation
8,9,2021-02-28,Didier Laloum,-1.6,1.7,ExoClock observation
9,10,2021-02-28,Ivo Peretto,-3.0,0.9,ExoClock observation
10,11,2021-02-14,Massimiliano Mannucci,-0.5,1.2,ExoClock observation
11,12,2020-11-19,Adam Popowicz,-2.4,2.7,ExoClock observation
12,15,2020-04-11,Ana\xc3\xabl W\xc3\xbcnsche,-0.3,1.0,ExoClock observation
13,17,2020-04-11,Alberto Tomatis,-2.3,2.6,ExoClock observation
14,16,2020-04-11,Mauro Cal\xc3\xb3,-1.6,1.2,ExoClock observation
15,14,2020-04-11,Martin Crow,0.4,1.7,ExoClock observation
16,13,2020-04-11,John Savage,2.1,1.0,ExoClock observation
17,18,2020-03-14,Ana\xc3\xabl W\xc3\xbcnsche,4.2,1.3,ExoClock observation
18,19,2020-03-14,Mario Morales Aimar,2.3,1.7,ExoClock observation
19,20,2020-03-14,Danilo Sedita,-0.2,1.0,ExoClock observation
20,21,2020-02-28,Richard Lee,2.6,1.7,ExoClock observation
21,22,2020-02-15,Vikrant Kumar Agnihotri,1.0,0.9,ExoClock observation
22,23,2020-02-06,Mark Phillips,0.0,2.9,ExoClock observation
23,24,2020-02-06,Mauro Cal\xc3\xb3,-6.2,2.2,ExoClock observation
24,25,2019-03-28,Ana\xc3\xabl W\xc3\xbcnsche,-0.7,0.6,ExoClock observation
25,26,2019-03-20,Ana\xc3\xabl W\xc3\xbcnsche,-0.8,0.7,ExoClock observation
26,27,2017-02-25,Ana\xc3\xabl W\xc3\xbcnsche,3.1,1.0,ExoClock observation
27,28,2016-03-25,Ana\xc3\xabl W\xc3\xbcnsche,-2.2,1.4,ExoClock observation
28,29,2015-02-10,Ana\xc3\xabl W\xc3\xbcnsche,-1.5,1.6,ExoClock observation
29,0,2013-04-23,Smith et al. 2014,-0.0,0.2,ExoClock literature
