date,observer,oc,oce,source
2021-10-13,Claudio Lopresti,1.8,1.4,ExoClock observation
2021-09-06,Paolo Arcangelo Matassa,-0.1,2.2,ExoClock observation
2020-09-08,Mauro Cal\xc3\xb3,-0.3,2.0,ExoClock observation
2020-08-02,Carmelo Falco,0.7,0.9,ExoClock observation
2020-07-30,Claudio Lopresti,-2.8,3.0,ExoClock observation
2019-08-02,Nikolaos Paschalis,4.7,2.2,ExoClock observation
2012-10-02,Mancini et al. 2013,-0.2,0.4,ExoClock literature
2012-10-02,Mancini et al. 2013,0.1,1.2,ExoClock literature
2012-08-27,Mancini et al. 2013,-4.3,1.6,ExoClock literature
2012-08-27,Mancini et al. 2013,-2.0,0.8,ExoClock literature
2012-08-27,Mancini et al. 2013,1.4,0.7,ExoClock literature
2012-08-27,Mancini et al. 2013,1.7,0.8,ExoClock literature
2011-10-05,Mancini et al. 2013,-0.2,0.9,ExoClock literature
2011-10-05,Mancini et al. 2013,0.3,0.7,ExoClock literature
2010-08-28,Mancini et al. 2013,-1.7,0.6,ExoClock literature
2009-10-22,Mancini et al. 2013,-3.1,1.1,ExoClock literature
2007-12-03,Latham et al. 2009,1.3,0.5,ExoClock literature
