observer,oc,oceu,ocel,date,source
Stephen M. Brincat,4.5,3.0,3.0,2021-07-07 09:23:00.542381056,ExoClock observation
Antonio Ferretti,4.5,4.3,4.3,2021-07-07 09:23:00.542381056,ExoClock observation
Carmelo Falco,-5.8,2.2,2.2,2021-05-22 10:28:41.282865152,ExoClock observation
Carmelo Falco,-6.6,1.7,1.7,2021-04-29 11:05:52.653139712,ExoClock observation
Carmelo Falco,-0.6,1.9,1.9,2021-04-09 08:45:07.102046976,ExoClock observation
Martin Crow,0.5,1.7,1.7,2021-04-06 11:50:58.023337984,ExoClock observation
Martin Crow,2.2,3.6,3.6,2020-11-02 10:09:05.772483840,ExoClock observation
Yves Jongen,1.2,2.3,2.3,2020-07-13 10:13:17.702398976,ExoClock observation
Alessandro Nastasi,-3.3,2.6,2.6,2020-07-13 10:08:47.702374656,ExoClock observation
Carmelo Falco,-4.7,2.0,2.0,2020-07-13 10:07:23.702387712,ExoClock observation
Carmelo Falco,4.0,1.9,1.9,2020-06-20 10:54:05.072628480,ExoClock observation
McLeod et al. 2017,3.5,2.2,2.2,2016-07-21 08:18:25.870056192,ExoClock literature
McLeod et al. 2017,-1.6,1.9,1.9,2016-07-18 11:18:04.791353344,ExoClock literature
McLeod et al. 2017,3.2,2.9,2.9,2016-06-19 18:10:22.004149760,ExoClock literature
McLeod et al. 2017,2.6,1.6,1.6,2016-06-19 18:09:46.004143872,ExoClock literature
McLeod et al. 2017,-2.0,2.8,2.8,2016-06-19 18:05:10.004152320,ExoClock literature
McLeod et al. 2017,-0.4,1.6,1.6,2016-06-05 09:30:30.610549504,ExoClock literature
McLeod et al. 2017,2.9,2.4,2.4,2016-05-30 15:43:18.453095680,ExoClock literature
McLeod et al. 2017,1.7,2.5,2.5,2016-04-17 13:53:20.272308224,ExoClock literature
McLeod et al. 2017,0.8,1.6,1.6,2016-04-14 16:57:11.193566208,ExoClock literature
McLeod et al. 2017,-1.8,1.2,1.2,2016-04-14 16:54:35.193567488,ExoClock literature
McLeod et al. 2017,-1.9,1.2,1.2,2016-04-14 16:54:29.193600000,ExoClock literature
