observer,oc,oceu,ocel,date,source
Yves Jongen,7.7,2.3,2.3,2022-04-27 13:50:06.767986688,ExoClock observation
jean pascal vignes,4.4,3.0,3.0,2022-04-10 15:06:56.064007680,ExoClock observation
