observer,oc,oceu,ocel,date,source
Siegfried Vanaverbeke,5.9,2.9,2.9,2022-02-26 07:56:12.499215616,ExoClock observation
Mario morales,12.384,2.6928,2.6928,2021-10-26 08:46:30.432000000,ETD
Mario Morales Aimar,2.2,2.4,2.4,2021-10-26 08:44:11.308786944,ExoClock observation
Manfred Raetz,6.8,1.6,1.6,2021-10-23 15:13:56.215661568,ExoClock observation
Manfred raetz,14.112,1.0368,1.0368,2021-10-23 15:13:28.703999744,ETD
Paolo Arcangelo Matassa,5.3,2.2,2.2,2021-10-15 10:27:52.936315904,ExoClock observation
Manfred raetz,-3.024,1.8288,1.8288,2021-10-15 10:11:40.992000000,ETD
F. lomoz,0.576,3.0528,3.0528,2021-09-04 10:32:41.568000000,ETD
Yves Jongen,6.2,1.6,1.6,2021-08-24 12:26:36.167001088,ExoClock observation
Yves jongen,13.104,1.6128,1.6128,2021-08-24 12:25:47.424000256,ETD
Fran campos,14.112,1.6272,1.6272,2021-08-13 14:07:22.944000000,ETD
Yves jongen,12.96,1.8864,1.8864,2021-08-13 14:06:18.144000000,ETD
Yves Jongen,4.3,2.6,2.6,2021-08-13 14:05:17.794547968,ExoClock observation
Gianluca rossi,-18.144,16.8336,16.8336,2021-08-05 08:50:39.264000000,ETD
Jean plazas,-0.432,,,2021-02-03 07:13:36.767999744,ETD
John Savage,-0.8,1.6,1.6,2021-01-23 09:01:10.903699200,ExoClock observation
Solveig thompson,-1538.064,17.7696,17.7696,2021-01-08 15:22:21.791999744,ETD
Jordi lopesino,-2.016,7.2144,7.2144,2020-12-02 10:50:36.384000000,ETD
Yves Jongen,-2.0,2.0,2.0,2020-11-10 14:18:59.389447936,ExoClock observation
Yves jongen,0.864,2.0016,2.0016,2020-11-10 14:14:40.991999744,ETD
Josep gaitan,8.784,1.3536,1.3536,2020-10-03 08:14:45.312000000,ETD
Nikolaos Paschalis,-4.6,2.3,2.3,2020-09-22 09:49:03.713262592,ExoClock observation
Roman ehrenberger,15.696,1.9008,1.9008,2020-09-11 11:42:53.568000256,ETD
Adam Popowicz,5.4,5.8,5.8,2020-08-12 10:16:17.316471808,ExoClock observation
Roman ehrenberger,10.8,2.5344,2.5344,2020-08-12 10:14:40.704000000,ETD
Mauro Caló,-2.3,2.6,2.6,2020-08-12 10:08:35.316443136,ExoClock observation
Mark Roberts,7.1,4.3,4.3,2020-08-01 11:58:34.943973632,ExoClock observation
