date,observer,oc,oce,source
2022-02-24,Martin Mifsud,-0.8,1.3,ExoClock observation
2022-02-24,Paolo Arcangelo Matassa,2.0,1.2,ExoClock observation
2022-02-24,Adrian Jones,3.3,1.0,ExoClock observation
2022-02-04,Martin Crow,0.8,1.3,ExoClock observation
2022-02-04,Adrian Jones,1.3,1.9,ExoClock observation
2022-02-01,Alberto Garc\xc3\xada S\xc3\xa1nchez,4.1,1.3,ExoClock observation
2022-01-30,Kevin Johnson,1.5,1.3,ExoClock observation
2022-01-12,Paolo Arcangelo Matassa,-1.2,2.3,ExoClock observation
2022-01-12,Claudio Lopresti,4.7,1.0,ExoClock observation
2021-12-17,Paolo Arcangelo Matassa,1.2,4.3,ExoClock observation
2021-12-17,Andras Dan,1.9,1.2,ExoClock observation
2021-12-17,Claudio Lopresti,3.3,1.6,ExoClock observation
2021-04-08,\xc3\x9cllar Kivila,0.9,3.2,ExoClock observation
2021-04-08,Dominique DANIEL,1.7,1.2,ExoClock observation
2021-04-08,Ana\xc3\xabl W\xc3\xbcnsche,1.9,0.6,ExoClock observation
2021-04-08,T\xc3\xb5nis Eenm\xc3\xa4e,1.3,1.0,ExoClock observation
2021-03-16,Jean-Bernard PIOPPA,-1.9,2.3,ExoClock observation
2021-02-21,Val\xc3\xa8re Perroud,-0.2,1.0,ExoClock observation
2020-12-09,Yves Jongen,-1.0,0.7,ExoClock observation
2020-11-18,Jacques Michelet,-0.4,0.9,ExoClock observation
2020-11-18,David Wright,-1.2,1.4,ExoClock observation
2020-03-28,Martin Fowler,1.8,2.0,ExoClock observation
2020-03-13,Francois Hurter,0.3,0.6,ExoClock observation
2020-02-19,Mario Morales Aimar,1.4,0.9,ExoClock observation
2020-01-24,Pavel Pintr,2.7,1.7,ExoClock observation
2020-01-01,Pavel Pintr,0.1,0.9,ExoClock observation
2019-12-01,Martin Fowler,3.6,2.0,ExoClock observation
2019-12-01,Roger Dymock,-2.6,4.3,ExoClock observation
2019-03-08,Ana\xc3\xabl W\xc3\xbcnsche,2.6,1.0,ExoClock observation
2018-02-10,Claudio Lopresti,1.3,0.4,ExoClock observation
2018-01-13,Martin Fowler,-2.3,1.7,ExoClock observation
2015-04-09,Sun et al. 2017,0.2,0.9,ExoClock literature
2015-02-22,Ana\xc3\xabl W\xc3\xbcnsche,1.1,0.7,ExoClock observation
2015-01-28,Sun et al. 2017,0.2,0.9,ExoClock literature
2014-10-25,Esposito et al. 2017,-0.2,0.1,ExoClock literature
2014-10-25,Sun et al. 2017,-0.6,0.6,ExoClock literature
2013-12-07,Sun et al. 2017,1.9,0.5,ExoClock literature
2013-11-14,Sun et al. 2017,-0.3,1.1,ExoClock literature
2012-03-11,Sun et al. 2017,0.1,0.5,ExoClock literature
2012-01-17,Esposito et al. 2017,1.2,0.4,ExoClock literature
2011-12-22,Granata et al. 2014,-0.8,0.4,ExoClock literature
2011-11-29,Granata et al. 2014,2.1,0.6,ExoClock literature
2011-02-05,Granata et al. 2014,0.6,0.2,ExoClock literature
2011-01-16,Filip Walter,-0.3,0.7,ExoClock observation
2010-12-27,Sun et al. 2017,1.1,0.4,ExoClock literature
2010-12-27,Sun et al. 2017,-2.0,0.5,ExoClock literature
2010-12-24,Sun et al. 2017,0.6,1.8,ExoClock literature
2010-12-01,Sun et al. 2017,-1.8,0.6,ExoClock literature
2009-09-06,Bakos et al. 2011,-0.6,0.3,ExoClock literature
