date,observer,oc,oce,source
2021-11-20,Alessandro Marchini,7.0,2.4,ExoClock observation
2021-11-20,Yves Jongen,-0.7,1.7,ExoClock observation
2021-11-10,Georgios Lekkas,2.4,4.3,ExoClock observation
2021-11-10,Didier Laloum,-0.5,5.8,ExoClock observation
2021-10-22,Dominique DANIEL,5.6,2.4,ExoClock observation
2020-11-14,Jacques Michelet,1.5,1.7,ExoClock observation
2020-08-29,Carmelo Falco,-1.2,1.3,ExoClock observation
2018-12-11,Yves Jongen,-1.8,1.3,ExoClock observation
2017-10-26,Alessandro Marchini,1.0,1.3,ExoClock observation
2017-09-18,Nikolaos Paschalis,8.6,1.7,ExoClock observation
2012-06-29,West et al. 2016,-0.2,0.5,ExoClock literature
