date,observer,oc,oceu,ocel,source
2015-07-11 12:16:35.328000000,Trnka j.,3.312,11.8944,11.8944,ETD
2015-07-11 12:15:52.127999744,Matthieu bachschmidt,2.592,174.0384,174.0384,ETD
2012-06-15 11:03:27.936000256,"Mravik j., grnja j.",24.48,4.536,4.536,ETD
2012-04-08 19:56:58.272000256,Shadic s.,-15.264,2.3328,2.3328,ETD
2011-05-06 19:46:02.496000256,Shawn dvorak,-12.24,4.2336,4.2336,ETD
2011-04-19 22:22:34.176000000,Garlitz j.,1.008,4.0464,4.0464,ETD
2010-04-18 18:09:15.552000000,Shadick s.,2.88,3.24,3.24,ETD
2010-04-07 11:46:18.335999744,Trnka j.,4.464,3.1104,3.1104,ETD
2010-04-07 11:38:38.688000000,Kučáková h.,-3.312,5.9184,5.9184,ETD
2010-04-07 11:38:09.312000000,Brát l.,-3.744,4.2192,4.2192,ETD
2010-03-15 22:47:02.976000000,Shadick s.,-5.904,3.7728,3.7728,ETD
2009-05-04 11:31:31.007999744,Trnka j.,3.6,2.6352,2.6352,ETD
2007-04-21 20:32:29.760000256,Bakos et al 2007,-0.72,1.008,1.008,ETD
