,date,observer,oc,oce,source
0,2022-02-07,Ana\xc3\xabl W\xc3\xbcnsche,-1.6,1.6,ExoClock observation
1,2021-11-20,Yves Jongen,-0.8,1.9,ExoClock observation
2,2021-04-14,Yves Jongen,-2.5,1.4,ExoClock observation
3,2021-02-23,Yves Jongen,5.4,2.3,ExoClock observation
