date,observer,oc,oceu,ocel,source
2021-07-11 20:04:14.592000256,Carl r knight,-6.912,1.08,1.08,ETD
2021-05-16 19:26:12.767999744,Yves jongen,1.584,0.7632,0.7632,ETD
2021-04-05 17:15:48.384000000,Yves jongen,1.152,1.0656,1.0656,ETD
2020-05-26 22:25:29.568000256,Carl r knight,-4.896,0.8496,0.8496,ETD
2017-05-09 18:18:10.368000000,Phil evans,-1.152,2.2896,2.2896,ETD
2017-04-09 21:02:04.416000000,Phil evans,-4.464,1.44,1.44,ETD
2017-02-27 18:55:11.712000256,Phil evans,-1.152,1.9008,1.9008,ETD
2016-06-03 20:04:20.639999744,Phil evans,3.024,3.4272,3.4272,ETD
2016-05-19 21:24:31.392000256,Phil evans,-0.432,1.872,1.872,ETD
2015-06-18 16:47:05.568000256,"Colazo c., villarreal, c., schneiter m.",0.864,0.6048,0.6048,ETD
2015-06-03 18:08:40.128000000,"C. colazo, c. villarreal, m. schneiter",-1.152,0.72,0.72,ETD
2015-06-03 18:08:40.128000000,"Colazo c., villarreal  c., schneiter m.",-1.152,0.72,0.72,ETD
2013-05-28 20:44:01.824000000,Evans p.,-3.6,3.5568,3.5568,ETD
2012-07-07 20:58:43.968000000,Evans p.,-7.344,2.4912,2.4912,ETD
2010-07-02 23:36:10.944000256,Curtis i.,-7.632,2.6208,2.6208,ETD
2009-08-15 17:33:38.879999744,Gary,-7.776,5.472,5.472,ETD
2008-05-05 19:12:42.336000000,D. r. anderson et al.,-1.584,0.5472,0.5472,ETD
2008-04-09 15:36:39.743999744,D. r. anderson et al.,-3.888,8.352,8.352,ETD
2008-03-29 10:28:43.968000000,D. r. anderson et al.,-14.544,6.336,6.336,ETD
2007-08-18 07:45:14.975999744,D. r. anderson et al.,7.92,25.488,25.488,ETD
2007-07-19 10:49:54.912000256,D. r. anderson et al.,25.344,17.136,17.136,ETD
2007-07-04 11:51:29.376000000,D. r. anderson et al.,3.312,20.16,20.16,ETD
2007-06-19 13:22:05.663999744,D. r. anderson et al.,10.224,4.032,4.032,ETD
2007-04-24 12:31:35.616000000,D. r. anderson et al.,6.192,2.736,2.736,ETD
2007-04-09 13:41:57.983999744,D. r. anderson et al.,-7.056,4.464,4.464,ETD
2006-08-17 05:41:45.312000256,D. r. anderson et al.,-4.032,5.04,5.04,ETD
2006-07-03 10:08:17.951999872,D. r. anderson et al.,11.664,3.6,3.6,ETD
2006-06-18 11:33:58.752000128,D. r. anderson et al.,13.68,5.472,5.472,ETD
2006-06-03 13:09:50.399999744,D. r. anderson et al.,25.92,6.192,6.192,ETD
