date,observer,oc,oce,source
2021-09-22,Manfred Raetz,3.7,1.3,ExoClock observation
2021-08-25,Yves Jongen,-0.8,1.4,ExoClock observation
2021-06-11,Ivo Peretto,5.0,1.3,ExoClock observation
2021-04-30,Adam Popowicz,-6.1,2.2,ExoClock observation
2021-03-31,Mauro Cal\xc3\xb3,-3.5,4.3,ExoClock observation
2021-03-31,Adrian Jones,-3.5,4.3,ExoClock observation
2020-08-20,Francois Regembal,0.4,3.2,ExoClock observation
2020-08-02,Nikolaos Paschalis,4.1,4.3,ExoClock observation
2020-07-03,Carmelo Falco,-2.1,1.4,ExoClock observation
2020-07-03,Yves Jongen,2.3,1.9,ExoClock observation
2019-11-06,Ana\xc3\xabl W\xc3\xbcnsche,-1.1,1.4,ExoClock observation
2019-10-22,Martin Crow,2.0,1.7,ExoClock observation
2019-09-09,Alberto Tomatis,3.2,4.3,ExoClock observation
2019-08-25,Alberto Tomatis,6.7,4.3,ExoClock observation
2019-08-10,Ana\xc3\xabl W\xc3\xbcnsche,-0.4,1.7,ExoClock observation
2019-06-26,Yves Jongen,0.3,1.6,ExoClock observation
2018-09-01,Ana\xc3\xabl W\xc3\xbcnsche,1.2,1.2,ExoClock observation
2018-08-02,Yves Jongen,3.6,1.9,ExoClock observation
2018-06-18,Yves Jongen,-3.3,1.4,ExoClock observation
2018-05-19,Yves Jongen,-2.4,2.7,ExoClock observation
2017-06-10,Ana\xc3\xabl W\xc3\xbcnsche,-3.2,2.0,ExoClock observation
2015-09-21,Ana\xc3\xabl W\xc3\xbcnsche,3.1,1.7,ExoClock observation
2015-07-26,Ana\xc3\xabl W\xc3\xbcnsche,2.6,2.3,ExoClock observation
2015-06-26,Ana\xc3\xabl W\xc3\xbcnsche,2.5,1.3,ExoClock observation
2014-07-18,Murgas et al. 2017,1.1,0.3,ExoClock literature
2014-06-03,Ciceri et al. 2015,-1.3,0.4,ExoClock literature
2013-07-25,Ciceri et al. 2015,-0.0,0.4,ExoClock literature
2012-09-12,Ciceri et al. 2015,5.6,0.9,ExoClock literature
2011-11-11,Clark et al. 2018,-0.9,0.2,ExoClock literature
2011-10-10,Turner et al. 2016,-0.8,2.7,ExoClock literature
2011-08-24,Ciceri et al. 2015,-2.2,0.8,ExoClock literature
2011-08-24,Ciceri et al. 2015,-0.8,0.7,ExoClock literature
2011-08-24,Ciceri et al. 2015,-0.2,0.9,ExoClock literature
2011-08-24,Ciceri et al. 2015,-0.1,2.3,ExoClock literature
2011-08-24,Ciceri et al. 2015,6.2,0.9,ExoClock literature
2011-05-26,Ciceri et al. 2015,-2.8,0.6,ExoClock literature
2010-06-17,Enoch et al. 2011,-0.7,0.4,ExoClock literature
2010-06-17,Turner et al. 2016,1.7,0.3,ExoClock literature
