observer,oc,oceu,ocel,date,source
Adrian Jones,2.6,2.9,2.9,2020-09-25 12:43:47.152316160,ExoClock observation
Francois regembal,-12.672,2.6928,2.6928,2020-09-25 12:17:59.999999744,ETD
Yves Jongen,0.5,1.3,1.3,2020-09-18 17:04:14.412473856,ExoClock observation
Yves jongen,8.928,1.4688,1.4688,2020-09-18 17:02:04.991999744,ETD
Francois Regembal,4.2,3.2,3.2,2020-08-15 15:00:42.713266688,ExoClock observation
Francois regembal,2.16,1.5408,1.5408,2020-08-15 14:48:11.520000256,ETD
Francois regembal,15.408,2.0736,2.0736,2020-07-29 13:57:54.431999744,ETD
Francois Regembal,-1.4,2.0,2.0,2020-07-29 13:51:29.863693824,ExoClock observation
F. lomoz,16.56,6.3072,6.3072,2018-10-17 11:54:23.039999744,ETD
F. lomoz,-22.464,4.7376,4.7376,2018-10-17 11:15:26.784000256,ETD
F. lomoz,26.064,2.0448,2.0448,2018-09-30 11:00:25.632000000,ETD
F. lomoz,6.912,1.5408,1.5408,2018-09-30 10:41:14.784000256,ETD
Pere guerra,61.2,22.5936,22.5936,2018-09-06 14:54:31.680000000,ETD
Danylo shapovalov,7.344,0.936,0.936,2017-11-10 14:33:43.200000000,ETD
Serge bergeron,-0.576,2.9376,2.9376,2017-11-10 14:25:45.407999744,ETD
František lomoz,5.76,2.736,2.736,2017-10-14 08:02:24.000000000,ETD
František lomoz,-3.024,4.0464,4.0464,2017-10-14 07:53:32.639999744,ETD
František lomoz,-3.168,2.88,2.88,2016-10-04 08:34:48.864000256,ETD
František lomoz,9.936,1.8,1.8,2016-09-10 12:06:55.584000000,ETD
František lomoz,9.216,2.7792,2.7792,2016-09-10 12:06:08.064000256,ETD
Phil evans,1.584,1.4544,1.4544,2015-09-04 22:28:33.600000256,ETD
Maciejewski et al. 2016,1.9,1.1,1.1,2014-10-02 11:11:45.033565952,ExoClock literature
Maciejewski et al. 2016,-1.0,3.0,3.0,2014-09-25 15:31:24.293782784,ExoClock literature
Petrucci et al. 2015,1.7,1.0,1.0,2013-10-26 13:59:16.041611776,ExoClock literature
Pouzenc c.,3.168,4.9392,4.9392,2013-09-05 10:45:02.880000256,ETD
Zibar m.,3.168,1.3968,1.3968,2013-09-05 10:45:02.880000256,ETD
Hutcheson m.,-6.192,6.2928,6.2928,2012-10-16 14:27:51.552000256,ETD
Petrucci et al. 2015,-3.8,3.2,3.2,2012-07-26 19:04:54.472297984,ExoClock literature
Sauer t.,-7.344,3.2832,3.2832,2012-07-16 13:31:19.488000000,ETD
Shadic s.,2.304,1.44,1.44,2011-12-04 14:05:48.768000000,ETD
Shadic s.,10.224,3.3408,3.3408,2011-09-30 19:48:12.096000000,ETD
Gillier ch.,10.656,1.7136,1.7136,2011-09-27 09:59:49.055999744,ETD
Petrucci et al. 2015,1.9,2.3,2.3,2011-08-27 17:35:46.220156672,ExoClock literature
Benishek v.,9.792,3.7152,3.7152,2011-08-17 12:14:21.408000000,ETD
"Makely n., pree c. d.",-3.312,2.4912,2.4912,2011-08-10 16:23:50.208000000,ETD
Curtis i.,13.68,3.1392,3.1392,2010-10-24 22:40:06.527999744,ETD
Curtis i.,2.448,2.3904,2.3904,2010-10-18 02:51:25.055999744,ETD
Maciejewski et al. 2016,-2.9,2.0,2.0,2010-09-17 10:29:57.858269440,ExoClock literature
Saral g.,-1.008,1.3536,1.3536,2010-09-17 10:29:32.352000000,ETD
Naves r.,2.16,1.6416,1.6416,2010-08-07 12:48:05.760000000,ETD
Lorenz e. r.,-1.152,2.4048,2.4048,2010-08-07 12:44:47.040000000,ETD
Anderson et al. 2015,-0.9,0.4,0.4,2010-04-03 09:44:32.732153600,ExoClock literature
"R. g. west et al., 2010",3.456,0.72,0.72,2009-10-11 13:22:30.720000000,ETD
