observer,oc,oceu,ocel,date,source
Volker wickert,1353.6,3.62455,3.62455,2021-11-23 05:09:02.304000256,ETD
Volker wickert,-47.088,28.512,28.512,2021-11-22 05:48:22.751999744,ETD
Martin Smith,-1.9,4.3,4.3,2020-10-09 09:43:12.324502784,ExoClock observation
Carmelo Falco,2.2,0.9,0.9,2020-08-10 11:41:25.671383040,ExoClock observation
Carmelo Falco,-2.4,1.4,1.4,2020-08-03 10:25:32.888674816,ExoClock observation
"Kemme, linus",-43.056,47.7936,47.7936,2019-09-03 13:15:35.999999744,ETD
Jean plazas,-0.576,,,2019-08-20 11:35:31.200000000,ETD
Sjoerd dufoer,-0.0,3.1104,3.1104,2019-08-13 10:24:48.096000000,ETD
Pere guerra,0.576,1.2816,1.2816,2018-10-21 08:31:50.880000256,ETD
Josep gaitan ,-26.208,5.5152,5.5152,2018-10-21 08:05:00.384000000,ETD
Anaël Wünsche,2.0,1.0,1.0,2018-08-29 11:41:58.616647936,ExoClock observation
Yves Jongen,-0.3,1.6,1.6,2018-08-29 11:39:40.616672256,ExoClock observation
Anael wunsche,2.88,0.6048,0.6048,2018-08-29 11:39:37.439999744,ETD
Marc bretton,1.728,0.8064,0.8064,2018-08-29 11:38:25.728000000,ETD
Yves jongen,-3.168,1.728,1.728,2018-08-29 11:33:30.240000000,ETD
Gabriel murawski,-0.576,0.6048,0.6048,2018-08-22 10:24:53.280000000,ETD
Didier walliang,-1.008,1.1952,1.1952,2017-10-30 08:30:51.264000256,ETD
Gabriel murawski,4.896,3.4272,3.4272,2016-09-02 09:20:13.056000256,ETD
Ivan sergey,27.072,59.1264,59.1264,2015-11-11 07:48:42.336000256,ETD
Christof wiedemair,-0.864,1.152,1.152,2015-11-11 07:20:51.359999744,ETD
Benni p.,2.736,1.152,1.152,2013-10-28 14:04:44.831999744,ETD
Ayiomamitis a.,1.584,1.0224,1.0224,2013-09-23 08:07:15.167999744,ETD
Trnka j.,3.888,1.1376,1.1376,2013-08-01 11:15:03.456000000,ETD
Koch  b.,-0.288,0.9648,0.9648,2013-08-01 11:10:52.032000256,ETD
Deming et al. 2013,-0.5,0.3,0.3,2012-09-25 06:56:36.321630464,ExoClock literature
Naves r.,2.592,0.6048,0.6048,2012-08-17 12:25:33.600000000,ETD
Salvaggio f.,1.008,0.8496,0.8496,2012-08-17 12:24:01.152000000,ETD
"T napoleao,c jacques, a oliveira",10.944,1.5552,1.5552,2011-09-03 13:45:45.216000000,ETD
Husar d.,4.032,2.2896,2.2896,2010-10-28 09:22:37.344000000,ETD
"Világi j., gajdoš š.",7.92,1.2816,1.2816,2010-10-21 08:15:21.599999744,ETD
Ruocco n.,4.32,1.3824,1.3824,2010-10-21 08:11:43.872000256,ETD
Corfini g.,0.432,1.0656,1.0656,2010-10-21 08:07:44.544000256,ETD
Naves r.,-1.728,0.7056,0.7056,2010-09-05 12:22:17.472000256,ETD
Ruocco n.,-0.144,2.2032,2.2032,2010-08-29 11:12:40.031999744,ETD
Zambelli r.,2.592,0.7056,0.7056,2010-08-22 10:04:10.847999744,ETD
Saral g.,-3.024,0.7776,0.7776,2010-08-22 09:58:26.975999744,ETD
Hynek t.,-4.32,1.2384,1.2384,2010-08-22 09:57:09.215999744,ETD
Evans p.,-0.864,5.2992,5.2992,2010-08-18 21:25:03.359999744,ETD
Scarmato t.,-8.208,2.8368,2.8368,2010-08-15 08:42:00.864000000,ETD
