date,observer,oc,oce,source
2021-10-02,Taewoo Kim,3.3,1.2,ExoClock observation
2021-09-26,Nikolaos Paschalis,5.7,3.3,ExoClock observation
2021-09-03,T\xc3\xb5nis Eenm\xc3\xa4e,-4.1,2.4,ExoClock observation
2021-09-03,Dim Stouraitis,-6.8,4.3,ExoClock observation
2020-09-14,Manfred Raetz,-1.4,1.7,ExoClock observation
2020-08-27,Danilo Sedita,-0.8,2.2,ExoClock observation
2020-08-27,Carmelo Falco,-1.9,1.6,ExoClock observation
2015-01-06,Wang et al. 2018,2.5,1.0,ExoClock literature
2014-11-21,Wang et al. 2018,-4.5,6.1,ExoClock literature
2014-02-08,Wang et al. 2018,-1.4,2.4,ExoClock literature
2013-12-30,Wang et al. 2018,-2.4,1.6,ExoClock literature
2013-11-14,Wang et al. 2018,-0.6,2.0,ExoClock literature
2010-01-01,Buchhave et al. 2011,-3.1,2.6,ExoClock literature
