date,observer,oc,oce,source
2021-12-17,Paolo Arcangelo Matassa,4.9,2.4,ExoClock observation
2021-12-17,Yves Jongen,-2.7,1.2,ExoClock observation
2021-11-22,Manfred Raetz,0.0,0.6,ExoClock observation
2021-10-28,Paolo Arcangelo Matassa,-0.7,1.2,ExoClock observation
2021-10-14,Jean-Baptiste Marquette,-3.9,1.6,ExoClock observation
2021-10-03,David Wright,4.1,1.2,ExoClock observation
2021-10-03,Paolo Arcangelo Matassa,2.2,1.2,ExoClock observation
2021-10-03,T\xc3\xb5nis Eenm\xc3\xa4e,2.2,2.0,ExoClock observation
2021-10-01,Dominique DANIEL,5.5,2.3,ExoClock observation
2021-09-06,Kevin Johnson,0.6,2.3,ExoClock observation
2021-08-25,Didier Laloum,1.6,2.6,ExoClock observation
2020-10-07,Yves Jongen,-0.4,1.2,ExoClock observation
2020-09-12,Mauro Cal\xc3\xb3,-2.4,1.3,ExoClock observation
2020-09-12,Yves Jongen,-0.9,0.7,ExoClock observation
2020-07-25,Ana\xc3\xabl W\xc3\xbcnsche,0.5,1.2,ExoClock observation
2020-07-25,Iakovos Strikis,-1.8,1.3,ExoClock observation
2019-12-04,Martin Crow,1.5,1.6,ExoClock observation
2019-10-15,Mario Morales Aimar,1.8,1.2,ExoClock observation
2019-09-07,Martin Crow,3.5,1.7,ExoClock observation
2019-09-07,Yves Jongen,1.8,1.0,ExoClock observation
2016-09-24,Marc Deldem,-0.6,1.4,ExoClock observation
2015-01-28,Antonio Marino,-1.5,2.3,ExoClock observation
2013-11-02,Turner et al. 2016,0.6,0.9,ExoClock literature
2013-10-08,Sada et al. 2016,-2.1,0.8,ExoClock literature
2012-12-29,Pearson et al. 2014,-0.8,0.7,ExoClock literature
2012-10-04,Ciceri et al. 2013,0.2,0.5,ExoClock literature
2012-10-04,Ciceri et al. 2013,0.6,0.4,ExoClock literature
2012-09-20,Sada et al. 2016,1.3,0.8,ExoClock literature
2011-11-28,Sada et al. 2016,1.5,0.9,ExoClock literature
2011-08-23,Ciceri et al. 2013,0.3,0.5,ExoClock literature
2010-10-30,Ciceri et al. 2013,0.1,0.3,ExoClock literature
2010-10-02,Sada et al. 2016,-1.6,0.7,ExoClock literature
2009-07-15,Buchhave et al. 2010,-0.1,0.4,ExoClock literature
2009-07-15,Turner et al. 2016,-0.1,0.3,ExoClock literature
