,date,observer,oc,oce,source
0,2022-01-21,Adrian Jones,2.5,2.0,ExoClock observation
1,2021-12-02,Adrian Jones,-0.3,3.6,ExoClock observation
2,2021-04-25,Carmelo Falco,4.2,4.3,ExoClock observation
3,2021-03-26,Carmelo Falco,5.8,1.7,ExoClock observation
4,2021-02-18,Yves Jongen,9.2,1.4,ExoClock observation
5,2020-02-27,Yves Jongen,8.1,1.3,ExoClock observation
