,index,date,observer,oc,oce,source
0,1,2021-10-15,Ana\xc3\xabl W\xc3\xbcnsche,0.4,1.6,ExoClock observation
1,2,2020-10-18,Yves Jongen,0.6,0.7,ExoClock observation
2,3,2020-10-02,Yves Jongen,-0.7,1.2,ExoClock observation
3,4,2020-09-10,Phil Evans,1.1,1.9,ExoClock observation
4,5,2020-09-10,Yves Jongen,-1.2,1.4,ExoClock observation
5,6,2020-08-22,Yves Jongen,-3.4,2.0,ExoClock observation
6,7,2020-08-06,Yves Jongen,0.7,2.0,ExoClock observation
7,0,2013-12-03,Espinoza et al. 2016,-0.0,0.5,ExoClock literature
