date,observer,oc,oceu,ocel,source
2022-01-28 08:05:30.624000256,Miguel angel alava,-4.464,4.5936,4.5936,ETD
2021-03-05 09:11:27.744000256,Jens jacobsen,-3.024,1.1232,1.1232,ETD
2021-03-02 08:52:52.319999744,Jens jacobsen,4.32,2.16,2.16,ETD
2021-03-02 08:48:01.152000000,Michal powalko,-0.576,3.4992,3.4992,ETD
2021-01-14 14:05:34.080000256,Yves jongen,-2.592,0.8784,0.8784,ETD
2020-10-29 15:11:13.056000256,Ferran grau horta,1.728,1.7424,1.7424,ETD
2020-02-20 15:10:35.904000256,Yves jongen,-2.016,0.864,0.864,ETD
2020-02-17 14:46:09.696000000,Yves jongen,-0.72,0.8784,0.8784,ETD
2020-02-14 14:18:58.464000256,Yves jongen,-2.016,0.8496,0.8496,ETD
2020-01-12 09:33:27.936000256,Yves jongen,-3.456,2.2032,2.2032,ETD
2020-01-06 08:43:28.992000256,Yves jongen,-1.728,1.7712,1.7712,ETD
2019-12-08 16:39:41.472000000,Yves jongen,-0.144,0.8208,0.8208,ETD
2019-02-11 09:55:39.360000256,Yves jongen,6.048,1.6272,1.6272,ETD
2019-02-11 09:48:44.640000000,Julien bourdette,-0.864,2.304,2.304,ETD
2019-02-08 09:25:36.192000256,Yves jongen,1.728,1.8144,1.8144,ETD
2019-02-08 09:19:09.984000256,Marc bretton,-4.608,2.016,2.016,ETD
2019-02-05 08:47:42.143999744,"Francesco scaggiante, danilo zardin",-10.224,1.8,1.8,ETD
2018-12-11 13:02:34.079999744,Yves jongen,2.448,1.584,1.584,ETD
2017-02-14 02:02:41.280000000,Wonseok kang,-1.728,0.5472,0.5472,ETD
2017-02-14 02:02:33.504000000,Wonseok kang,-1.872,0.6336,0.6336,ETD
2017-02-11 01:35:52.512000000,Wonseok kang,-2.736,0.648,0.648,ETD
2016-02-10 09:20:12.191999744,Aaav astrofili valdera,0.0,,,ETD
2016-02-04 08:34:05.664000000,David molina,5.616,2.232,2.232,ETD
2015-12-19 13:44:50.783999744,David molina,-3.312,2.016,2.016,ETD
2015-12-19 13:27:33.120000000,Matthieu bachschmidt,-20.592,1.6848,1.6848,ETD
2015-12-10 12:26:44.448000000,Smolka m.,-3.888,2.1024,2.1024,ETD
2015-03-12 09:38:46.752000000,Jens jacobsen,5.76,4.9248,4.9248,ETD
2015-03-06 08:41:48.768000256,Aaav astrofili valdera,0.432,,,ETD
2015-03-06 08:40:13.728000000,Marc bretton,-1.152,1.4112,1.4112,ETD
2015-03-06 08:36:21.312000000,Marc bretton,-4.896,1.9296,1.9296,ETD
2015-02-28 07:49:12.575999744,Aaav astrofili valdera,-0.432,,,ETD
2014-12-31 11:30:09.792000000,Luistremosa,4.176,2.3904,2.3904,ETD
2014-12-31 11:30:09.792000000,Luis tremosa,4.176,2.3904,2.3904,ETD
2014-12-25 10:31:05.664000256,Jens jacobsen,-3.168,1.5552,1.5552,ETD
2014-12-22 10:08:28.320000256,Marc bretton,0.0,1.8576,1.8576,ETD
2014-04-02 08:33:34.560000256,Lomoz f.,5.328,11.8944,11.8944,ETD
2014-02-11 13:19:38.784000256,Benni p.,-2.448,2.6784,2.6784,ETD
2013-12-28 06:52:39.647999744,"Sokov e. n., rusov s.",-2.016,1.224,1.224,ETD
2013-12-11 16:31:01.344000000,Benni p.,-1.584,2.5056,2.5056,ETD
2013-12-11 16:10:10.272000256,Dittler u.,-22.32,3.3984,3.3984,ETD
2013-12-02 15:13:01.055999744,Gonzalez j.,-2.016,2.1312,2.1312,ETD
2013-12-02 15:13:01.055999744,Bachschmidt m.,-2.016,2.1312,2.1312,ETD
2013-11-17 13:06:52.415999744,"Sokov e. n., ivanov a.",1.008,1.0512,1.0512,ETD
